"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,1.572133,2.948808,2.152163,
200802,1.283612,2.837689,1.887425,
200803,1.477174,2.804535,1.781322,
200804,1.243214,2.933173,1.425328,
200805,1.174080,3.051494,0.937068,
200806,1.266524,3.069439,0.901354,
200807,0.769519,2.991468,0.893464,
200808,1.071801,2.922709,0.856608,
200809,1.395732,3.230231,1.218780,
200810,2.043878,3.208922,1.634782,
200811,2.095204,2.594406,1.739431,
200812,1.635302,2.863744,2.008477,
200901,1.467359,3.102787,2.349013,
200902,1.171160,2.732128,2.017013,
200903,0.940868,3.116537,1.798143,
200904,0.495031,2.905696,0.985457,
200905,0.630007,2.757822,0.845607,
200906,0.656745,2.653139,0.802764,
200907,1.076228,2.961302,0.798319,
200908,0.815689,2.683210,0.725966,
200909,1.460010,2.954098,0.934602,
200910,1.519582,3.085973,1.687752,
200911,1.242032,2.683626,1.820780,
200912,1.355317,2.771469,2.270406,
201001,1.151382,2.518069,2.567656,
201002,1.417091,2.763061,2.161895,
201003,1.175707,2.998776,1.871316,
201004,1.065102,2.744675,1.407656,
201005,1.076873,2.807672,1.088153,
201006,1.187288,2.790052,0.895463,
201007,1.413119,2.978729,0.847033,
201008,1.069963,2.957897,0.782237,
201009,1.623337,3.174051,1.069368,
201010,1.851715,3.128635,1.726336,
201011,1.317197,2.889343,1.851296,
201012,1.148252,3.033748,2.509499,
201101,1.487643,2.443659,2.370074,
201102,1.621058,2.678840,2.133258,
201103,1.487401,2.908561,1.944509,
201104,1.268639,2.604570,1.229508,
201105,1.282678,2.735140,1.133374,
201106,1.029183,2.658137,0.804046,
201107,1.005830,2.821356,0.803632,
201108,1.390094,3.010319,0.731455,
201109,1.359603,2.987258,0.925067,
201110,1.587754,3.048434,1.508648,
201111,1.158194,2.774018,2.046489,
201112,1.139618,2.598281,2.099989,
201201,1.130259,2.499760,2.154307,
201202,1.596704,2.689656,2.580641,
201203,1.409788,2.710043,1.627992,
201204,1.190954,2.565482,1.266591,
201205,1.115363,2.685897,0.861207,
201206,0.842416,2.852282,0.766041,
201207,1.053232,2.912404,0.720320,
201208,1.307709,2.706997,0.746283,
201209,1.147935,2.749302,0.865823,
201210,1.102039,3.087484,1.421874,
201211,1.589358,2.730266,1.728122,
201212,1.200305,2.437224,2.206134,
201301,1.524036,2.536434,2.317554,
201302,1.301895,2.368130,1.997820,
201303,1.343338,2.789076,1.909559,
201304,1.408046,2.919518,1.251892,
201305,1.051817,2.960629,0.923514,
201306,0.962254,2.848972,0.733190,
201307,1.052584,2.942167,0.647455,
201308,1.179632,2.851740,0.681122,
201309,1.259520,2.890635,0.902383,
201310,1.422559,3.232971,1.272365,
201311,1.312796,2.632309,1.670504,
201312,1.140538,2.477243,2.024612,
201401,1.268105,2.462877,1.990244,
201402,1.097541,2.289358,1.670867,
201403,1.061666,2.684928,1.583091,
201404,1.074343,2.749786,0.985025,
201405,1.025356,2.742865,0.970018,
201406,0.828266,2.695647,0.749697,
201407,0.951691,2.919207,0.763395,
201408,1.085022,2.762296,0.782229,
201409,1.195538,2.922384,0.876652,
201410,1.474775,3.092858,1.252130,
201411,1.486400,2.539176,1.441934,
201412,1.252260,2.551891,1.881418,
201501,1.276474,2.562304,2.050063,
201502,1.356268,2.652769,1.863483,
201503,1.367057,2.782277,1.790769,
201504,1.194645,2.654428,1.128775,
201505,1.060966,2.592956,0.881195,
201506,0.886753,2.734109,0.674720,
201507,0.843967,2.978972,0.753998,
201508,1.019346,2.876500,0.780003,
201509,1.035156,3.001035,0.965876,
201510,1.334736,2.967116,1.439220,
201511,1.496743,2.595228,1.707099,
201512,1.499114,2.597212,1.931197,
201601,1.463307,2.543013,2.250985,
201602,1.428584,2.799411,1.662651,
201603,1.213149,3.005371,1.693993,
201604,0.887425,2.919293,1.276563,
201605,0.979822,2.849010,0.961484,
201606,0.987546,2.855378,0.709491,
201607,1.005073,2.799330,0.726742,
201608,0.964895,2.986234,0.709943,
201609,0.909787,2.835369,0.952056,
201610,1.086060,2.954195,1.531163,
201611,1.106203,2.762222,1.936959,
201612,1.301796,2.798866,2.324953,
201701,1.466055,2.768238,2.975713,
201702,1.228992,2.565658,2.089645,
201703,1.296397,2.974729,1.625007,
201704,0.947832,2.725363,1.338003,
201705,1.181421,3.019310,0.951430,
201706,0.958298,2.920149,0.808303,
201707,1.034902,3.059274,0.816804,
201708,1.001294,3.058627,0.869214,
201709,1.077374,2.986829,1.060351,
201710,1.169839,3.050288,1.403715,
201711,1.284753,2.818765,1.929165,
201712,1.375462,2.599095,2.107699,
201801,1.150644,2.526011,2.077161,
201802,1.247767,2.580725,2.238484,
201803,1.325264,2.973639,2.088247,
201804,1.070721,2.772966,1.008205,
201805,0.935826,2.826168,0.787772,
201806,0.695624,2.860888,0.770919,
201807,0.732136,3.040636,0.804923,
201808,0.504934,3.009932,0.834155,
201809,0.617783,2.879905,1.034355,
201810,1.532167,3.161746,1.328912,
201811,1.254619,2.726698,1.803484,
201812,1.226903,2.727362,2.241964,
201901,1.269092,2.729261,2.520942,
201902,1.172189,2.542574,1.930941,
201903,1.134259,2.755703,1.581862,
201904,1.248194,2.808680,1.280073,
201905,1.171331,2.872994,1.124475,
201906,0.982677,2.874264,0.797008,
201907,1.106882,3.234974,0.866162,
201908,1.126950,2.941912,0.954996,
201909,0.969669,2.986587,1.238530,
201910,1.030899,3.079769,1.539353,
201911,0.984993,2.699678,1.849074,
201912,0.807507,2.561702,2.107590,
202001,1.188951,2.670710,2.444175,
202002,1.148661,2.775811,1.787792,
202003,1.088754,2.710234,1.725836,
202004,0.799409,2.226754,1.130655,
202005,0.865618,2.434919,0.908156,
202006,0.822564,2.510878,0.761397,
202007,0.792192,2.802957,0.823491,
202008,0.840382,2.595856,0.799085,
202009,0.866327,2.746303,0.935525,
202010,0.979954,2.682558,1.496501,
202011,0.924197,2.382523,1.895376,
202012,1.053783,2.239550,2.251096,
202101,1.064201,2.019564,2.413230,
202102,0.958340,2.269197,1.966901,
202103,1.077737,2.666468,1.930128,
202104,0.983381,2.599685,1.591834,
202105,1.110652,2.633805,1.083407,
202106,1.052469,2.840658,0.769713,
202107,1.069900,2.917184,0.759752,
202108,1.054338,2.932642,0.756905,
202109,0.912121,3.032786,0.891548,
202110,1.049294,3.033730,1.482542,
202111,1.031465,2.678500,1.993774,
202112,1.043624,2.545942,2.283530,
202201,1.050109,2.328393,2.257065,
202202,0.867644,2.493288,1.899152,
202203,1.067932,2.854751,1.958589,
202204,1.014303,2.429978,1.379213,
202205,1.025907,2.733067,0.912909,
202206,0.935157,2.471195,0.730873,
202207,1.033279,2.543407,0.680106,
202208,0.944071,2.584848,0.621032,
202209,0.853790,2.906265,0.921532,
202210,0.979767,2.395093,1.109706,
202211,0.925394,2.400466,1.584999,
202212,0.965883,2.560783,1.913217,
202301,0.972179,2.075108,1.751214,
202302,0.795955,2.238662,1.637981,
202303,1.012662,2.506748,1.408514,
202304,0.943563,2.454466,1.247647,
202305,0.968899,2.563812,0.864272,
202306,0.938451,2.583557,0.613047,
202307,1.016903,2.554068,0.616661,
202308,0.808809,2.526298,0.577042,
202309,0.782109,2.477671,0.709302,
202310,0.913311,2.590704,0.976377,
202311,0.991331,2.424514,1.458510,
202312,1.002059,2.380694,1.773562,
202401,1.063546,2.167412,2.014289,
202402,0.961115,2.103630,1.365606,
202403,1.076770,2.311904,1.214167,
202404,1.028714,2.379266,0.945289,
202405,1.108486,2.395523,0.687150,
202406,1.033356,2.421040,0.631793,
202407,0.818028,2.639721,0.584168,
202408,0.823674,2.584068,0.573361,
202409,0.721870,2.540420,0.744078,
202410,0.785000,2.710701,1.045039,
202411,0.842263,2.353095,1.826919,
202412,0.891577,2.281384,1.940943,
202501,0.908673,2.057225,2.125249,
202502,0.782112,2.027172,1.951677,
