"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,4.919000,0.196700,0.724000,11.623000
1962,4.814000,0.210000,0.714000,11.160000
1963,4.377000,0.228600,0.756000,10.369000
1964,4.758500,0.262700,0.830000,10.774000
1965,4.584000,0.295400,0.904000,10.947000
1966,4.945000,0.360700,1.476000,11.621000
1967,4.878000,0.381500,1.522000,11.458000
1968,4.830000,0.422200,1.682000,11.158000
1969,5.268000,0.535300,1.886000,11.991000
1970,5.376000,0.620700,2.034000,11.813000
1971,5.588000,0.723600,2.148000,12.406000
1972,5.517000,0.904800,2.386000,12.515000
1973,5.765000,1.034000,2.654000,11.967000
1974,5.694000,0.968000,2.828000,11.655000
1975,5.002000,0.878000,2.508000,11.326000
1976,5.987000,1.192000,2.792000,13.175000
1977,6.286000,1.215000,2.850000,13.162000
1978,5.972000,1.223000,2.868000,12.767000
1979,6.545000,1.292000,3.130000,14.386000
1980,6.736000,1.443000,3.232000,14.386000
1981,6.426000,1.268000,3.342000,14.256000
1982,5.958000,1.146700,3.416000,13.399000
1983,6.269000,1.215900,3.578000,13.647000
1984,6.315000,1.244200,3.844000,14.204000
1985,6.001000,1.289500,4.254000,14.222000
1986,5.818000,1.334000,4.366000,13.721000
1987,5.944000,1.415000,4.792000,13.604000
1988,6.478000,1.544000,5.300000,14.972000
1989,6.920000,1.612000,5.508000,16.255000
1990,7.508900,1.752000,5.864000,16.773000
1991,7.238900,1.930000,6.180000,15.572000
1992,7.020000,1.849000,6.504000,12.849000
1993,6.786000,1.843000,6.602000,12.857000
1994,7.572000,1.934000,7.206000,14.960000
1995,7.804000,1.969000,7.198000,14.405000
1996,8.200000,1.970000,7.306000,15.609000
1997,8.450000,2.071000,7.632000,15.325000
1998,8.737000,2.015000,8.018000,14.033000
1999,9.628000,2.015500,8.284000,14.083000
2000,10.390000,2.341500,8.772000,13.276000
2001,10.227000,2.996000,8.500000,13.467000
2002,10.415000,3.397000,8.838000,14.846000
2003,10.473000,3.396000,9.130000,17.055000
2004,11.133000,3.396000,9.703924,16.483000
2005,11.074000,3.430000,9.900000,16.471000
2006,10.507000,3.766000,10.426000,19.135000
2007,11.816000,3.794206,10.398000,21.317341
2008,10.835000,3.672678,10.305270,21.795428
2009,8.458000,3.167225,9.211084,16.727438
2010,9.603000,3.377225,10.017868,17.830956
2011,9.636000,3.382212,9.802328,18.695671
2012,8.952000,3.241387,10.007694,18.020680
2013,8.534000,3.261390,9.673544,17.389735
2014,8.460000,3.156000,9.729840,17.088560
2015,8.731000,3.046000,9.929026,17.549526
2016,9.410000,3.285000,9.990028,16.763033
2017,9.849000,3.317000,9.720832,17.647118
2018,10.386000,3.309000,10.110238,19.192060
2019,10.450000,3.077000,9.969424,18.903715
2020,10.475000,3.073700,9.437066,16.789570
2021,10.764000,3.423800,10.130528,18.420265
2022,10.369157,2.881388,9.266718,19.357935
2023,9.371833,2.640000,7.800032,18.049085
