"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,46.648525,53.218868,53.527086,54.043980,54.041664,54.196262,54.196231,54.177691,54.177628,54.171691,54.171690,54.171690,51.293493,51.303964,51.298740,51.298740,51.329152,51.175518,51.160219,51.160219,50.930274,50.930274,50.930308
1991,50.763128,57.000484,57.236983,57.800728,57.797887,57.989025,57.988962,57.969386,57.969323,57.963281,57.963281,57.963293,55.036445,55.046913,55.042856,55.042856,55.074651,54.915532,54.897370,54.897370,54.636537,54.636537,54.636572
1992,46.767963,52.143612,52.425766,52.907127,52.904511,53.091680,53.091711,53.071594,53.071594,53.065214,53.065215,53.065224,50.494534,50.505011,50.504701,50.504701,50.514845,50.322731,50.324095,50.324095,50.138766,50.138766,50.138795
1993,47.478836,52.422393,53.037840,53.363294,53.360109,53.492914,53.492981,53.472455,53.472457,53.465972,53.465973,53.465943,50.814254,50.824725,50.822251,50.822251,50.840645,50.718220,50.713820,50.713821,50.549084,50.549084,50.549120
1994,47.278323,52.498895,53.027869,53.399771,53.397584,53.564714,53.564727,53.544552,53.544581,53.537964,53.537965,53.537933,50.641539,50.652015,50.653870,50.653870,50.662869,50.520532,50.524004,50.524005,50.270035,50.270035,50.270061
1995,49.878023,54.992947,55.667056,56.080090,56.077657,56.381937,56.381953,56.362217,56.362206,56.355117,56.355117,56.355107,53.100571,53.111042,53.115565,53.115565,53.177830,53.031052,52.948266,52.948267,52.776666,52.776666,52.776699
1996,54.390779,59.023898,59.430392,60.064390,60.061850,60.141369,60.141335,60.122044,60.121998,60.112283,60.112284,60.112294,57.269410,57.279880,57.286175,57.286175,57.305926,57.094399,56.999340,56.999341,56.793419,56.793419,56.793454
1997,52.792110,57.983844,58.797954,59.281937,59.275496,59.325998,59.326060,59.307123,59.307109,59.299496,59.299497,59.299543,55.918116,55.928583,55.926808,55.926808,55.937424,55.758700,55.748435,55.748436,55.724412,55.724412,55.724448
1998,53.855305,58.414132,58.807609,59.337491,59.313085,59.274407,59.274466,59.255935,59.264838,59.256201,59.256201,59.256241,55.722461,55.732928,55.740527,55.740527,55.752816,55.611662,55.593575,55.593576,55.593253,55.593253,55.593290
1999,52.499139,57.098187,57.399846,58.110225,58.003554,58.207442,58.219533,58.011826,58.008661,58.001632,58.027144,58.045513,54.499449,54.509923,54.551945,54.470659,54.586685,54.466717,54.516135,54.516135,54.505839,54.485643,54.485674
2000,52.333273,57.306433,57.616581,58.225759,58.000730,57.968978,57.980319,57.820477,58.005740,57.991216,57.988686,58.032820,54.070976,54.081447,54.152301,54.070793,54.151167,54.048933,53.997461,53.997464,53.997464,53.997269,53.996953
2001,55.879056,61.188508,61.475095,62.278633,62.144961,62.278907,62.145957,62.274158,62.092529,62.085587,62.080095,62.130157,58.279144,58.289622,58.446858,58.383452,58.300375,58.170565,58.177839,58.177842,58.126362,58.126158,58.124591
2002,,61.981954,62.586985,63.477084,63.246968,63.616638,63.522067,63.534088,63.391731,63.218982,63.210269,63.271666,59.547746,59.558227,59.630469,59.580714,59.592952,59.427161,59.420289,59.420294,59.331062,59.331062,59.328388
2003,,,67.857296,69.154616,69.569233,69.836060,69.611296,69.383199,69.326102,69.308671,69.306044,69.378276,65.455738,65.448200,65.285396,65.191131,65.261177,65.056457,64.928203,64.928207,64.830587,64.830350,64.826424
2004,,,,68.815522,68.792238,69.147113,69.231102,69.342801,69.317143,69.783926,69.781670,69.825432,65.770439,65.720752,65.496381,65.387034,65.307235,65.102426,65.078021,65.078041,64.971648,64.971572,64.966518
