"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-9.214813,-9.214813,-9.013333,-11.972350,-11.913420,-14.592979,-13.430239,-13.570901,-13.779609,-10.064174,-9.968157,-9.898163,-13.057111,-12.868263,-12.306616,-12.149941,-12.156597,-12.156597,-12.348356,-12.230837,-12.347396,-11.852068,-13.973714
1991,-13.503889,-13.503889,-11.773043,-17.901378,-17.660291,-20.509628,-19.335924,-19.483984,-19.655232,-15.781098,-15.685058,-15.620105,-17.699176,-17.503141,-16.949005,-16.854457,-16.859948,-16.859948,-17.115892,-17.005354,-19.343879,-18.861889,-19.290169
1992,-8.656468,-8.656468,-8.434823,-12.710202,-12.642857,-15.488862,-14.295228,-14.432880,-14.569061,-10.983007,-10.886834,-10.826837,-12.736252,-12.555706,-11.998348,-11.835460,-11.835203,-11.835203,-12.092149,-11.988082,-9.669825,-9.200433,-13.711684
1993,-8.982360,-8.982360,-8.760714,-16.532595,-16.459816,-19.376085,-18.177157,-18.327606,-18.407419,-11.419075,-11.322734,-11.273590,-13.085739,-12.915901,-12.358793,-12.136513,-12.132097,-12.132097,-12.389955,-12.292319,-17.213293,-16.756499,-15.868195
1994,-7.861576,-7.861576,-7.639931,-15.437707,-15.160517,-18.003342,-16.825638,-16.984830,-17.182355,-10.286150,-10.189248,-10.205216,-13.000535,-12.833647,-12.281078,-12.011709,-12.003023,-12.003023,-12.244441,-12.153191,-9.821560,-9.386243,-13.309421
1995,-7.253998,-7.253998,-7.046362,-14.422574,-14.720694,-17.369478,-16.266769,-16.403213,-16.487900,-11.636654,-11.539086,-11.503583,-14.133248,-14.125068,-13.573368,-13.430500,-13.312999,-13.308245,-13.519934,-13.433885,-19.920061,-19.506156,-18.622055
1996,-5.385219,-5.385219,-5.191592,-9.706638,-9.730336,-12.387648,-11.182036,-11.362595,-11.648566,-8.530993,-8.432564,-8.473653,-11.576860,-11.568426,-11.017743,-10.810222,-10.725711,-10.716214,-10.875313,-10.794896,-19.002743,-18.610358,-15.162946
1997,-7.633357,-7.633357,-11.690450,-18.794431,-18.810189,-21.132327,-20.113917,-20.298955,-20.447381,-17.195017,-17.095688,-17.213628,-19.941869,-19.941821,-19.390489,-19.286887,-19.238999,-19.224940,-19.382743,-19.307923,-22.823288,-22.452101,-22.533469
1998,-7.633357,-7.633357,-12.707098,-16.911466,-17.154599,-19.330476,-18.240603,-18.429864,-18.452349,-15.299351,-15.199617,-15.394307,-18.061191,-18.073078,-17.521364,-17.382153,-17.368693,-17.350065,-17.541644,-17.472398,-19.397238,-19.047231,-20.849442
1999,-7.633357,-7.633357,-12.637446,-21.385878,-21.686903,-23.665913,-22.629496,-22.815981,-22.811455,-18.173461,-18.073559,-18.309988,-20.181454,-20.198535,-19.650373,-19.655873,-19.676445,-19.653344,-19.842812,-19.779107,-20.619076,-20.288423,-22.187062
2000,-7.633357,-7.633357,-13.645910,-16.036722,-16.355080,-18.285532,-17.234552,-17.440440,-17.510021,-15.072784,-14.972682,-15.249973,-16.901960,-16.932043,-16.384149,-16.522448,-16.578173,-16.550881,-16.762403,-16.704140,-14.427610,-14.116324,-18.279369
2001,-7.633357,-7.633357,-13.344771,-18.775352,-19.122256,-21.010610,-19.926850,-20.155539,-20.149740,-16.959987,-16.860720,-17.179664,-19.624026,-19.859672,-19.312625,-19.359616,-19.423909,-19.392623,-19.601764,-19.548367,-29.570700,-29.260764,-24.642723
2002,,-7.633357,-11.310959,-15.135716,-15.474460,-17.236977,-16.189831,-16.347173,-16.395420,-11.015252,-10.916880,-11.114666,-14.774465,-15.001803,-14.456520,-14.323515,-14.420805,-14.385597,-14.561173,-14.513148,-13.329736,-13.021795,-16.104260
2003,,,-12.772552,-16.606379,-16.944847,-18.593715,-17.569354,-17.789855,-17.825568,-0.967911,-0.870423,-1.102041,-5.346285,-5.535819,-5.058216,-4.945638,-5.027355,-4.992530,-5.162692,-5.121017,-15.447506,-15.143917,-11.180743
2004,,,,-16.641298,-16.973650,-18.754616,-17.617405,-17.791294,-17.780069,-6.024329,-5.927746,-6.160924,-9.688116,-9.942802,-9.418611,-9.272799,-9.344948,-9.308725,-9.501759,-9.437801,-22.570812,-22.266156,-16.031176
2005,,,,,-17.036926,-18.388021,-17.421586,-17.611600,-17.716162,-7.431492,-7.333525,-7.643658,-11.155898,-11.392156,-10.886236,-10.751978,-10.815443,-10.778271,-10.964040,-10.906577,-18.564520,-18.258726,-15.447042
2006,,,,,,-18.422035,-17.434255,-17.633995,-17.707716,-1.621875,-1.523822,-1.827146,-5.821033,-6.094864,-5.535020,-5.270711,-5.325629,-5.315178,-5.206345,-5.185040,-9.219941,-8.913405,-8.701535
2007,,,,,,,-17.397906,-17.677761,-17.657195,-0.561489,-0.464240,-0.771835,-5.958207,-6.520519,-5.876820,-5.664511,-5.653094,-5.554407,-5.433112,-5.415127,-5.829849,-5.521123,-8.226196
2008,,,,,,,,-17.655214,-17.634987,0.337249,0.433567,0.116361,-4.765222,-5.298539,-4.675892,-4.431709,-4.419688,-4.315591,-4.142123,-4.137571,-12.523459,-12.219848,-10.017997
2009,,,,,,,,,-17.574088,-3.693534,-3.589075,-3.928266,-4.706619,-5.098487,-4.550642,-4.700963,-4.690594,-4.607330,-4.499410,-2.604702,-8.200185,-7.903685,-9.728731
2010,,,,,,,,,,-3.660750,-3.567720,-3.916876,-6.185057,-6.543333,-6.042169,-6.034556,-6.022316,-5.935638,-5.858109,-3.925653,-19.910022,-19.604278,-11.957545
2011,,,,,,,,,,,-3.542185,-3.895381,-6.458048,-6.952403,-6.341674,-6.261934,-6.249183,-6.163076,-6.238970,-4.309474,-15.510170,-15.199396,-11.249711
2012,,,,,,,,,,,,-3.863833,-6.035350,-6.370142,-5.788200,-5.632350,-5.625623,-5.506261,-5.590326,-3.659965,-5.917306,-5.607427,-9.378394
