"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,16.214356,1.444644,3.384518,10.304498,0.400687,0.680009
1991,16.342092,1.573677,3.433674,10.234120,0.408107,0.692514
1992,15.623023,1.528004,3.144058,9.816467,0.427929,0.706566
1993,15.656747,1.539296,3.277180,9.665352,0.454812,0.720107
1994,15.470280,1.536280,3.104584,9.619168,0.493048,0.717199
1995,15.793417,1.587572,3.207671,9.769566,0.517870,0.710738
1996,15.953868,1.691585,3.262630,9.754888,0.542589,0.702176
1997,16.101840,1.669165,3.225050,9.960908,0.553141,0.693577
1998,16.375092,1.690097,3.335196,10.090743,0.572275,0.686781
1999,16.394969,1.720628,3.421415,9.972313,0.594008,0.686605
2000,16.384809,1.726538,3.512258,9.833374,0.624705,0.687934
2001,15.936230,1.807471,2.941518,9.848201,0.650891,0.688148
2002,15.942988,1.801163,2.970418,9.820418,0.662242,0.688747
2003,15.923908,1.867074,3.178118,9.518740,0.670539,0.689437
2004,13.906151,1.878537,1.196518,9.437794,0.705812,0.687490
2005,13.903736,1.956297,1.136920,9.390589,0.731944,0.687987
2006,13.938069,2.009822,1.126118,9.365082,0.747529,0.689519
2007,13.747929,2.026398,1.080518,9.197104,0.755048,0.688861
2008,14.308660,2.041895,1.248518,9.565318,0.756211,0.696718
2009,13.544958,1.993015,0.696018,9.391498,0.760978,0.703450
2010,12.845169,2.092455,0.381918,8.894256,0.771914,0.704626
2011,13.167647,2.081636,0.319418,9.288478,0.778052,0.700063
2012,13.039329,2.095216,0.325791,9.134832,0.785242,0.698247
2013,12.908745,2.121437,0.315423,9.009247,0.772450,0.690188
2014,13.181187,2.062251,0.305723,9.347085,0.782483,0.683645
2015,13.215184,2.108273,0.298595,9.336000,0.791400,0.680915
2016,13.526549,2.130595,0.262846,9.641810,0.814558,0.676741
2017,13.257675,2.171701,0.265626,9.328233,0.817506,0.674609
2018,13.095285,2.160148,0.329048,9.117486,0.818625,0.669978
2019,13.023470,2.176057,0.421784,8.927417,0.832540,0.665672
2020,12.822022,2.047156,0.332522,8.941732,0.839508,0.661104
2021,12.920812,2.174830,0.303783,8.938847,0.850691,0.652660
2022,12.524300,2.104346,0.240937,8.685526,0.847450,0.646041
2023,12.249207,2.045270,0.257871,8.450888,0.856094,0.639084
