"Year","Coal","Oil","Gas","Cement"
1900,27.696176,0,0,0
1901,28.352032,0,0,0
1902,25.695632,0,0,0
1903,25.699296,0,0,0
1904,27.208864,0,0,0
1905,28.608512,0,0,0
1906,34.177792,0,0,0
1907,42.696592,0,0,0
1908,60.030976,0,0,0
1909,43.641904,0,0,0
1910,58.785216,0,0,0
1911,49.141568,0,0,0
1912,51.688048,0,0,0
1913,60.983616,0,0,0
1914,49.654528,0,0,0
1915,35.342944,0,0,0
1916,9.086720,0,0,0
1917,3.451488,0,0,0
1918,3.337904,0,0,0
1919,3.015472,0,0,0
1920,14.282272,0.245488,0,0
1921,19.045472,0.293120,0,0
1922,18.268641,0.318831,0,0
1923,17.458960,0.318768,0,0
1924,19.602400,0.490976,0,0
1925,18.554496,0.436016,0,0
1926,18.103824,0.516624,0,0
1927,19.562096,0.560592,0,0
1928,20.203125,0.729262,0,0.258079
1929,23.087029,0.798631,0,0.287065
1930,17.601856,0.963632,0,0.298011
1931,16.997296,0.956304,0,0.149006
1932,14.183344,0.787760,0.025648,0.174446
1933,13.084439,1.007341,0,0.138067
1934,12.794688,0.806080,0,0.152640
1935,12.845984,0.894016,0,0.181714
1936,12.483248,0.926992,0,0.181714
1937,14.164761,0.883236,0,0.210839
1938,5.290500,0.175983,0,0.320020
1939,5.525782,0.443088,0,0.366851
1940,5.671872,1.267744,0,0.403406
1941,5.555736,1.999625,0,0.417751
1942,5.536304,2.671056,0,0.337988
1943,5.844080,3.385536,0,0.381600
1944,5.668208,3.722624,0,0
1945,3.115562,1.365575,0.080543,0
1946,9.895641,2.591192,0.080631,0.192672
1947,14.560736,2.835936,0.095264,0.138103
1948,20.668052,3.037911,0.425088,0.356213
1949,22.243546,3.697486,0.095277,0.537948
1950,17.382016,1.949248,0.926992,0.636000
1951,18.854249,2.726445,0.952790,0.730606
1952,17.393008,3.026464,0.963632,0.686880
1953,16.722496,3.206000,1.095536,0.690514
1954,18.290688,4.180624,1.231104,0.803177
1955,19.199360,7.441584,1.509568,0.919474
1956,19.982387,5.800865,1.465790,0.955941
1957,20.529392,6.096896,1.498576,1.053942
1958,18.594800,6.804048,1.623152,1.064845
1959,17.286752,7.196096,2.231376,1.195679
1960,18.048864,8.416208,2.920208,1.399199
1961,17.660480,9.552048,3.088752,1.522765
1962,18.087460,11.026169,3.239326,1.512026
1963,19.598736,12.336688,3.378208,1.635428
1964,18.937335,14.573100,3.521436,1.864563
1965,17.964592,14.754928,3.422176,1.998856
1966,16.844981,16.467554,3.671671,2.224390
1967,15.751536,18.400608,3.517440,2.245988
1968,15.386468,20.915923,3.744932,2.249817
1969,15.327770,22.385213,4.671983,2.253441
1970,17.801000,24.781425,5.672282,2.376994
1971,15.046990,27.771167,6.558099,2.692842
1972,15.634288,30.268304,7.082512,3.086065
1973,15.854128,33.521936,7.621120,3.018342
1974,16.605248,29.337648,8.273312,3.077955
1975,14.564400,28.868656,8.108432,2.672197
1976,14.268512,31.904451,9.263173,2.767656
1977,12.541872,31.407808,9.416480,2.627531
1978,12.835811,31.867841,9.801825,2.721007
1979,14.436160,34.551520,9.760896,2.572750
1980,14.189677,26.071196,9.283925,2.480133
1981,14.641344,29.989840,8.819248,2.382461
1982,14.128384,28.652480,8.544448,2.239975
1983,14.395856,26.417440,8.683680,2.171262
1984,16.853267,25.492398,9.719939,2.148445
1985,16.656544,25.325568,10.402096,1.982112
1986,14.725616,27.787776,9.247936,1.967204
1987,14.798896,31.012096,9.632656,1.930266
1988,14.285936,27.406720,9.229616,2.014949
1989,13.845318,27.811539,10.049671,1.989761
1990,18.138662,28.899521,11.836264,2.033412
1991,18.699798,31.407438,12.501610,2.004981
1992,14.385348,30.151512,12.518019,2.105000
1993,13.274476,31.265660,13.022719,2.031869
1994,13.458520,30.715775,13.657614,2.102255
1995,15.425140,30.853514,14.900775,1.631326
1996,15.068714,33.777830,15.796668,1.634247
1997,16.156519,32.852661,15.301016,1.760917
1998,13.706640,34.660085,15.717408,1.598674
1999,13.875576,32.813060,16.102022,1.607357
2000,15.750776,32.161131,15.264084,1.711556
2001,16.562075,34.409039,16.155859,1.719922
2002,16.735931,36.056329,16.069433,1.735653
2003,17.941325,39.081029,17.267103,1.754471
2004,17.766033,39.099916,17.662207,1.790000
2005,17.862321,39.393640,18.701148,1.797480
2006,17.866451,38.133745,17.498201,1.954142
2007,17.455645,36.624196,16.495808,2.130776
2008,17.028139,35.480508,17.435896,2.132968
2009,12.829990,34.414825,17.035453,1.798590
2010,15.496986,34.795449,18.777494,1.622129
2011,15.817525,33.282211,17.729585,1.665680
2012,14.685428,32.639231,16.944858,1.672547
2013,14.958620,33.457125,16.331443,1.656405
2014,13.800596,32.420284,14.946081,1.638991
2015,14.370670,32.996657,15.965736,1.701497
2016,13.333531,34.107722,16.736380,1.728527
2017,14.022590,34.543816,17.974691,1.710389
2018,12.294074,34.081850,17.017996,1.826656
2019,13.004441,34.084131,17.790133,1.770523
2020,11.370669,30.774760,16.959024,1.821123
2021,12.418256,32.165227,17.922650,1.888797
2022,11.666200,30.733779,15.967127,1.831572
2023,10.891721,30.732654,13.831669,1.831572
