"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,7.975400,0.146000,5.880700
1962,,,,8.055100,0.133300,5.815400
1963,,,,8.218200,0.123500,5.917100
1964,,,,8.960800,0.136300,6.510400
1965,,,,9.758000,0.143700,6.871000
1966,,,,10.563000,0.141300,7.563600
1967,,,,10.316400,0.151300,7.294500
1968,,,,10.397500,0.171200,7.315000
1969,,,,11.354000,0.162200,8.087500
1970,,,,11.253000,0.167300,8.073400
1971,,,,11.161000,0.204700,7.873100
1972,,,,12.038000,0.248000,8.329300
1973,,,,12.578000,0.271600,8.715000
1974,,,,13.218000,0.359700,9.094300
1975,,,,10.067000,0.530500,7.157600
1976,,,,11.791000,0.553700,8.066400
1977,,,,12.151000,0.349800,8.590300
1978,,,,13.286000,0.318600,9.425900
1979,,,,13.486000,0.296400,9.495200
1980,,,,13.390000,0.259800,9.555400
1981,,,,13.835000,0.378200,9.557800
1982,,,,12.674000,0.330000,8.642400
1983,,,,13.619000,0.424500,9.340800
1984,,,,14.488000,0.538100,9.902500
1985,,,,14.714000,0.539700,10.156700
1986,,,,15.525000,0.628600,10.762800
1987,,,,16.310000,0.686200,11.337900
1988,,,,16.905000,0.933100,11.513500
1989,,,,16.821000,0.925600,11.283500
1990,26.764142,,23.212965,16.732000,0.961600,11.874500
1991,27.493510,,24.125390,16.825000,0.968400,11.944800
1992,26.944874,,24.417511,16.851000,1.158804,12.392059
1993,26.864209,,25.243372,17.823000,1.184742,12.858000
1994,28.136821,,27.580007,18.614000,1.301000,13.749000
1995,28.128023,,27.800258,18.979000,1.449000,13.856000
1996,27.910661,,26.145525,18.564000,1.864000,13.555000
1997,29.464385,,28.836655,19.119000,2.529000,14.833900
1998,28.924511,,28.464589,18.875000,2.170100,14.173700
1999,32.894061,,31.074475,20.280000,2.484858,14.395000
2000,32.384517,,31.807153,20.920896,3.810106,15.612761
2001,30.657297,,29.714273,19.834000,3.636000,14.345000
2002,31.927096,,31.738207,20.073000,2.825037,15.244746
2003,32.077651,,31.954258,19.964000,2.866000,15.262000
2004,32.831728,,32.551580,20.462000,3.709000,16.122000
2005,30.709005,,30.622277,19.498000,3.745000,15.484000
2006,29.368587,,29.337765,18.189000,2.895000,14.200000
2007,27.997984,,26.237534,17.367000,2.324000,12.178664
2008,25.079789,,25.079789,15.789000,2.914000,12.289000
2009,20.619422,,20.619422,12.823000,2.648510,9.526274
2010,22.911226,,21.971655,12.755000,2.647000,9.464000
2011,23.823253,,22.426254,12.057000,2.566930,9.175197
2012,24.300080,,21.613497,10.756000,2.603000,7.865000
2013,24.174746,,21.669209,11.174000,2.636266,8.233207
2014,23.396233,,21.494354,10.775000,2.640581,8.412257
2015,23.404246,,21.109866,10.300000,2.670282,7.617603
2016,22.942865,,20.697664,9.911000,2.860800,7.271651
2017,22.552622,,20.331150,9.958000,2.680421,7.210629
2018,21.559704,,20.063452,10.142000,2.622688,7.529986
2019,20.420046,,19.001313,9.473000,2.433866,6.698214
2020,18.235012,,16.968368,8.665400,2.316369,5.961910
2021,17.948884,,16.700689,9.195400,2.449166,6.268491
2022,16.801407,,15.631913,8.994400,2.569792,6.104493
2023,16.797146,,15.627949,8.138400,2.322446,5.385842
