"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,116.589489,23.160465,38.466207,50.585771,3.353288,1.023758
1991,114.916504,23.480044,36.280812,49.444856,3.521097,2.189695
1992,118.404531,24.986986,36.061183,51.640640,3.647270,2.068453
1993,119.833489,25.996725,33.227270,55.050470,3.716963,1.842061
1994,127.517683,27.461439,39.062835,55.427885,4.019064,1.546460
1995,128.239532,27.776539,38.518934,56.469029,4.091236,1.383794
1996,134.057254,28.327217,41.315777,58.895285,4.198467,1.320507
1997,129.753747,28.883248,36.081008,59.333229,4.231529,1.224733
1998,116.317141,29.387274,20.749922,60.578643,4.431063,1.170239
1999,106.554691,29.846282,10.768249,60.149936,4.522399,1.267825
2000,104.712311,30.352530,8.303733,60.355665,4.560477,1.139906
2001,104.014542,30.288306,8.184896,59.897471,4.600631,1.043237
2002,104.759590,30.563777,9.435811,58.995249,4.650093,1.114660
2003,108.534899,31.268852,8.971429,62.553613,4.620118,1.120887
2004,113.215141,30.767748,15.371649,61.237769,4.701499,1.136476
2005,109.765981,29.436870,13.892305,60.583727,4.658127,1.194952
2006,103.971384,28.294279,9.064845,60.800171,4.720605,1.091484
2007,105.322302,27.576269,9.557199,62.277388,4.869981,1.041465
2008,107.418848,25.989707,11.498398,63.955673,4.964494,1.010575
2009,97.515773,23.981710,4.665220,63.011966,4.950729,0.906147
2010,95.773203,23.220750,2.450740,63.835084,5.283888,0.982742
2011,93.593730,21.026182,2.420339,63.791364,5.363160,0.992685
2012,97.714054,20.333078,2.138658,68.884336,5.301581,1.056401
2013,101.514727,19.906779,2.100104,73.010741,5.363506,1.133597
2014,98.401714,19.610092,1.826874,70.373492,5.489524,1.101732
2015,101.756279,18.832819,1.943041,74.278429,5.553299,1.148691
2016,102.614819,17.970140,2.234491,75.285929,5.972080,1.152178
2017,99.802811,18.058662,2.466321,72.087769,6.114238,1.075821
2018,103.900619,18.084016,2.696452,75.660935,6.433119,1.026097
2019,103.732741,17.725620,2.633296,75.879938,6.493809,1.000078
2020,107.193258,15.888345,2.481736,81.301841,6.545912,0.975424
2021,103.608166,16.165372,2.609724,77.190352,6.652462,0.990257
2022,107.449593,16.319491,2.377469,80.948400,6.907634,0.896598
2023,106.105130,15.970700,2.506813,79.741466,7.083658,0.802493
2024,108.842030,15.827865,2.629564,82.318423,7.253740,0.812438
