"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,3.847929,2.087259,0.005441,0.999141,0.725708,0.030382
1991,3.993835,2.185171,0.005042,1.019095,0.723649,0.060877
1992,4.171863,2.317357,0.004604,1.067428,0.725239,0.057235
1993,4.337438,2.461769,0.004503,1.086072,0.733907,0.051188
1994,4.535879,2.609136,0.004609,1.133063,0.744914,0.044157
1995,4.736918,2.755563,0.004823,1.193626,0.742266,0.040641
1996,4.848146,2.862769,0.005076,1.210583,0.729983,0.039735
1997,4.925766,2.945508,0.004864,1.210651,0.729184,0.035559
1998,4.974497,2.956401,0.004674,1.218128,0.760575,0.034719
1999,4.941514,2.901278,0.005178,1.227850,0.767717,0.039491
2000,5.108151,3.029541,0.005551,1.255023,0.782205,0.035832
2001,5.160725,3.062992,0.005362,1.292669,0.767089,0.032614
2002,5.193784,3.071724,0.005431,1.299639,0.782113,0.034878
2003,5.195116,3.054027,0.005232,1.312241,0.787763,0.035853
2004,5.310890,3.129658,0.005989,1.356103,0.783195,0.035945
2005,5.395007,3.171750,0.005374,1.390442,0.789301,0.038141
2006,5.471748,3.281364,0.005278,1.353593,0.796352,0.035159
2007,5.325411,3.205578,0.005579,1.306586,0.776007,0.031660
2008,5.267713,3.181464,0.005316,1.271432,0.779384,0.030118
2009,4.976608,3.000354,0.004748,1.200441,0.743767,0.027298
2010,5.011532,3.091505,0.004875,1.155079,0.729151,0.030922
2011,5.044607,3.147489,0.005131,1.129461,0.731224,0.031302
2012,5.154894,3.249728,0.005240,1.131352,0.734852,0.033724
2013,5.167274,3.246838,0.005552,1.131544,0.748099,0.035241
2014,5.229262,3.319231,0.005734,1.116349,0.753543,0.034405
2015,5.074180,3.166299,0.005451,1.110012,0.755402,0.037017
2016,4.781211,2.837523,0.005635,1.122156,0.780367,0.035531
2017,4.800773,2.862069,0.005966,1.127004,0.773796,0.031938
2018,4.769667,2.828856,0.006032,1.134645,0.769425,0.030708
2019,4.633815,2.696754,0.005490,1.133427,0.771472,0.026671
2020,4.241732,2.326662,0.005778,1.131442,0.752747,0.025103
2021,4.223663,2.305065,0.005159,1.135515,0.752541,0.025384
2022,4.035003,2.129941,0.005104,1.123830,0.754084,0.022044
2023,3.917086,2.037744,0.004695,1.100171,0.752304,0.022171
