"Year","2003","2004","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-106.988186,-154.179323,-87.394633,-127.807619,-111.668348,-57.629948,-57.629948,-72.852610,-72.853196,-67.017600,-76.919098,-94.031731,-101.079622,-69.645847,-69.545782,-60.922146,-58.168657,-64.886789,-65.668264,48.024371,48.650710
1991,-93.174955,-130.964680,-105.606295,-105.344096,-90.471296,-40.788713,-40.788713,-49.857187,-49.857858,-44.534196,-50.301944,-68.483507,-98.602551,-76.047516,-75.943707,-66.437136,-62.635952,-74.892953,-70.499031,41.107896,42.273121
1992,-85.886496,-135.463160,-165.190416,-153.598138,-133.618409,-82.437471,-82.437471,-92.692636,-92.693302,-87.232456,-94.464305,-110.345816,-93.829881,-68.318262,-68.250031,-59.243649,-52.950474,-60.509533,-58.941188,52.207510,53.352285
1993,-69.243012,-84.791004,-86.424820,-77.555536,-60.305023,-14.807499,-14.807499,-30.561863,-30.562592,-21.327587,-44.586853,-57.934207,-90.060184,-61.837973,-61.756472,-52.813257,-46.654199,-48.461351,-49.415006,65.396486,66.059633
1994,-42.469352,99.092587,-5.808341,-90.821284,-74.824059,-16.334217,-16.334217,-33.260191,-33.260996,-26.680068,-37.712738,-54.457555,-90.383338,-63.616776,-63.542528,-54.503027,-46.463405,-57.249791,-58.396213,53.355475,52.829762
1995,-12.645269,115.243955,155.961815,122.140167,130.847304,164.582402,164.582402,155.379068,155.378232,163.187326,164.629956,145.517331,-77.633817,-51.045367,-50.983454,-41.680877,-31.543701,-41.346407,-43.704567,63.708942,62.669169
1996,-40.207348,-85.021538,-85.469903,-81.564832,-69.134856,-56.488917,-56.488917,-37.201135,-37.202053,-29.780956,-38.086393,-47.998111,-82.170371,-59.192851,-59.107595,-49.562206,-38.458839,-47.105580,-49.174465,54.080812,53.397178
1997,-49.142582,-106.256442,-127.476299,-119.249626,-107.519961,-87.371194,-87.371194,-74.677414,-74.678328,-64.763722,-72.038663,-94.203273,-83.236659,-60.664675,-60.545406,-50.569846,-39.794541,-50.859872,-52.757174,52.622203,50.423614
1998,-34.584419,31.792485,64.054649,68.876326,84.205572,92.123193,92.123193,91.805293,91.804421,96.448015,106.830916,100.133011,-88.650755,-67.837283,-67.669498,-57.449256,-51.360272,-56.555088,-58.678211,45.892389,42.789452
1999,-29.496083,-48.986042,-54.941520,-41.452479,-24.711548,6.705198,6.705198,-2.427169,-2.428086,7.484063,-1.024702,-27.583596,-79.839486,-57.262067,-57.093583,-46.759044,-37.039379,-49.430101,-50.936234,50.109649,47.252269
2000,-53.343193,-73.609648,-133.237277,-108.600898,-99.310431,-82.932398,-82.932398,-64.554070,-64.555117,-54.626853,-54.873575,-85.338333,-64.455680,-43.683461,-43.425471,-33.248978,-23.241472,-38.006214,-38.953947,55.895895,53.075766
