"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,421.826642,142.673228,74.723498,118.174406,85.993930,0.261580,,
1991,412.150292,141.512072,71.376861,114.770585,84.242127,0.248647,,
1992,425.694893,149.939119,70.372977,119.033235,86.093777,0.255786,,
1993,424.271688,144.819970,67.619766,122.639460,88.959198,0.233294,,
1994,436.983358,146.560069,72.252048,129.153044,88.777591,0.240607,,
1995,449.134921,151.646231,75.362206,132.058314,89.809100,0.259070,,
1996,463.139212,154.585266,77.433427,135.068405,95.776163,0.275951,,
1997,476.378505,164.565773,78.817379,138.845820,93.874516,0.275017,,
1998,482.125027,179.260651,75.783019,141.319463,85.498624,0.263270,,
1999,498.239541,186.908659,77.026645,144.779475,89.285717,0.239045,,
2000,521.403119,202.513928,78.393282,144.362429,95.840396,0.293084,,
2001,515.736831,207.385341,73.424482,143.399371,91.294866,0.232771,,
2002,519.277719,206.586150,72.134387,145.706384,94.560491,0.290307,,
2003,534.942423,216.291861,70.681125,149.295179,98.340757,0.333500,,
2004,527.808923,206.757916,71.437464,153.360085,95.925191,0.328267,,
2005,525.264101,205.034752,68.435874,157.344871,94.162523,0.286081,,
2006,518.104129,204.849945,66.726660,157.785656,88.478173,0.263696,,
2007,542.759389,219.708883,67.185796,161.735393,93.798025,0.331291,,
2008,528.628361,209.532852,64.850494,161.489869,92.431748,0.323398,,
2009,501.226450,194.349401,58.289265,159.109206,89.185598,0.292981,,
2010,509.882570,198.447808,61.954655,160.992208,88.204799,0.283100,,
2011,514.457204,195.062328,65.927657,159.077571,94.108588,0.281059,,
2012,507.822058,193.805765,65.436377,159.505441,88.750502,0.323973,,
2013,516.368449,194.674557,66.197084,163.400273,91.776012,0.320523,,
2014,515.542077,194.537999,64.977263,162.913669,92.773081,0.340064,,
2015,514.944166,195.726581,65.575678,161.265914,91.978667,0.397324,,
2016,506.749567,189.018771,63.549582,160.120701,93.652526,0.407987,,
2017,520.219454,192.645712,66.694719,162.326438,98.192994,0.359592,,
2018,527.307119,189.934315,68.329458,166.790779,101.894569,0.357998,,
2019,531.523330,191.212403,69.284403,166.974992,103.680511,0.371022,,
2020,477.218992,177.572511,62.775899,140.193876,96.385287,0.291418,,
2021,487.423213,181.185886,64.893777,147.429045,93.586891,0.327614,,
2022,498.214574,179.476331,65.763570,155.380709,97.284533,0.309431,,
2023,493.729589,180.129598,65.015076,156.340786,91.935116,0.309012,,
