"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.509887,0.077100,0.292000,1.291400
1962,0.464846,0.087100,0.266600,1.463200
1963,0.474557,0.078000,0.247000,1.395600
1964,0.561727,0.110400,0.272600,1.742200
1965,0.572550,0.101500,0.287400,2.030400
1966,0.534915,0.126159,0.282600,1.673900
1967,0.597898,0.165955,0.302600,1.989100
1968,0.619768,0.182683,0.342400,2.070300
1969,0.602453,0.310916,0.324400,2.000500
1970,0.506850,0.207765,0.334600,2.116600
1971,0.608319,0.352203,0.409400,2.291400
1972,0.778161,0.591674,0.496000,3.328900
1973,0.964469,0.647912,0.543200,3.316800
1974,0.960542,0.891399,0.719400,3.450400
1975,1.164077,0.866805,1.061000,2.918400
1976,1.402696,0.665120,1.107400,3.136600
1977,1.189348,0.419000,0.699600,2.742200
1978,1.063849,0.341600,0.637200,3.045500
1979,1.366796,0.300300,0.592800,3.730300
1980,1.328321,0.202700,0.519600,2.998800
1981,1.800134,0.417500,0.756400,2.677800
1982,0.819710,0.144800,0.660000,2.529700
1983,1.237092,0.272900,0.849000,3.193800
1984,1.169308,0.231700,1.076200,3.835000
1985,1.138959,0.254300,1.079400,4.400000
1986,1.318118,0.400600,1.257200,4.747900
1987,1.477322,0.450700,1.372400,4.758500
1988,1.239297,0.528800,1.866200,4.977000
1989,1.387231,0.555400,1.851200,4.650000
1990,1.281859,0.483900,1.923200,1.548777
1991,1.220484,0.538700,1.936800,2.281285
1992,1.176267,0.563539,2.317608,5.151335
1993,1.189594,0.669160,2.369484,4.468935
1994,1.340727,0.676400,2.602000,5.315055
1995,1.439828,0.754300,2.898000,6.623100
1996,1.483911,0.942500,3.728000,6.156000
1997,1.602821,0.899500,5.058000,6.775300
1998,1.398945,0.762700,4.340200,7.011600
1999,1.619183,0.855120,4.969716,6.201235
2000,1.736025,1.248994,7.620212,6.539938
2001,1.432700,1.176231,7.272000,7.594072
2002,1.484360,1.595000,5.650074,6.995307
2003,1.537291,1.408000,5.732000,6.653064
2004,2.149643,1.336556,7.418000,6.027072
2005,2.226270,1.904000,7.490000,6.345655
2006,1.545769,2.291977,5.790000,5.877350
2007,1.635302,3.325222,4.648000,5.172068
2008,1.754278,3.481262,5.828000,4.739185
2009,1.157960,2.231000,5.297020,4.728170
2010,1.410876,2.802805,5.294000,4.839948
2011,1.264663,2.751037,5.133860,4.376425
2012,1.258000,2.738000,5.206000,4.588000
2013,1.262000,2.630727,5.272532,4.941105
2014,1.295000,3.382551,5.281162,4.346930
2015,1.280000,3.174836,5.340564,4.648766
2016,1.258049,2.967022,5.721600,6.192080
2017,1.770341,3.374547,5.360842,4.295958
2018,1.616783,3.112089,5.245376,5.132670
2019,1.525066,2.785623,4.867732,4.745205
2020,1.358097,2.549694,4.632738,4.364257
2021,1.526166,3.126857,4.898332,3.469820
2022,1.425227,2.669234,5.139584,3.170029
2023,1.426505,2.332843,4.644892,3.049542
