"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,656.239823,458.017841,106.891338,30.553195,10.930050,49.847400
1991,646.243085,449.776473,110.122807,29.780307,11.902647,44.660851
1992,674.985444,463.392764,115.209605,30.630147,10.141428,55.611500
1993,692.240650,464.071598,120.015001,30.925961,9.146378,68.081712
1994,700.667077,478.467851,125.768218,33.140626,8.712926,54.577456
1995,729.015807,491.305353,131.495776,33.465645,8.475562,64.273472
1996,740.788878,507.775196,134.635513,34.984448,8.423087,54.970634
1997,753.316573,522.018650,136.925781,33.874784,8.662474,51.834884
1998,752.195226,529.614803,138.313794,30.325285,9.771295,44.170049
1999,767.133165,543.859521,137.256648,27.854170,9.340939,48.821888
2000,800.622380,566.679886,142.024929,27.349347,10.065303,54.502915
2001,775.593061,558.980579,143.587126,26.948146,9.255548,36.821661
2002,813.957839,564.256191,144.449382,27.400281,9.633658,68.218328
2003,829.224631,581.190404,144.459364,28.376462,9.644680,65.553720
2004,826.551491,576.286363,147.698461,29.655148,9.914878,62.996641
2005,824.692212,570.396139,149.992270,28.605737,9.724944,65.973122
2006,802.758887,566.315371,152.224471,26.975892,9.338622,47.904531
2007,819.610634,589.956262,148.225021,27.419267,8.741751,45.268334
2008,798.396573,574.214346,146.652675,28.092397,8.810228,40.626926
2009,725.701026,541.129888,138.580674,25.337336,9.169634,11.483494
2010,768.361613,554.307404,139.457099,24.823262,9.438922,40.334926
2011,781.877407,562.832438,140.372542,24.414999,10.112839,44.144588
2012,769.953327,561.769531,143.392780,25.366477,10.635304,28.789235
2013,781.602685,568.589748,143.696911,26.413067,11.343914,31.559045
2014,755.484247,564.938241,145.456000,25.512493,11.588530,7.988984
2015,787.634510,563.002592,141.040577,26.306987,11.695631,45.588724
2016,753.670383,553.707010,132.879058,26.633328,11.691901,28.759085
2017,758.813742,566.660291,133.527384,25.994693,11.425972,21.205402
2018,771.076330,575.090775,132.690834,26.913962,12.357112,24.023647
2019,761.937158,579.007021,129.000042,26.915085,12.385537,14.629474
2020,707.289288,524.207921,118.065613,27.798006,12.211660,25.006088
2021,708.344221,537.478662,117.551818,26.858362,11.685513,14.769866
2022,750.697342,547.657678,112.362833,28.292192,11.587388,50.797250
2023,698.084310,545.478503,109.057630,28.018411,11.360762,4.169005
