"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,3.091896,1.129133,0.921209,
200802,2.559954,0.928816,0.780487,
200803,2.291042,1.098283,0.692852,
200804,2.027487,1.112134,0.511981,
200805,2.279520,1.055032,0.530469,
200806,2.732701,0.826920,0.465586,
200807,2.866680,0.913401,0.443727,
200808,2.653419,0.895247,0.418348,
200809,3.011001,0.782151,0.419042,
200810,2.863445,0.973205,0.401000,
200811,3.043995,1.041713,0.489130,
200812,3.067931,1.066242,0.651116,
200901,3.244909,1.124359,0.493956,
200902,2.594116,0.800601,0.585669,
200903,2.129482,0.916015,0.562454,
200904,1.715092,0.961901,0.366641,
200905,1.693430,1.251810,0.286432,
200906,1.657224,1.074489,0.250882,
200907,1.957559,0.929647,0.300642,
200908,1.709918,0.596223,0.274461,
200909,2.274700,1.053886,0.347903,
200910,3.094610,0.934079,0.393031,
200911,2.717257,0.788390,0.533670,
200912,2.485822,0.898567,0.653802,
201001,2.494495,0.980066,0.725744,
201002,2.499310,0.637027,0.587170,
201003,2.000577,1.027237,0.609560,
201004,1.231431,1.040617,0.450312,
201005,1.717942,0.957889,0.273969,
201006,2.254693,0.722719,0.273213,
201007,2.548787,0.707714,0.262573,
201008,2.458392,0.863927,0.283147,
201009,2.763284,1.124048,0.301452,
201010,3.554418,0.955731,0.423535,
201011,3.103817,1.012750,0.494839,
201012,2.667348,0.896203,0.704665,
201101,2.881010,0.693611,0.796681,
201102,2.997920,0.416673,0.718729,
201103,2.647708,0.773032,0.692955,
201104,2.592503,0.728928,0.499153,
201105,3.148797,0.828179,0.434167,
201106,2.320065,0.712344,0.350546,
201107,2.503437,0.878243,0.365506,
201108,2.748167,1.042314,0.409548,
201109,2.736862,0.906075,0.258001,
201110,3.288610,1.204467,0.376110,
201111,3.457389,0.948769,0.595267,
201112,3.158858,0.983782,0.654216,
201201,2.835965,0.778546,0.815387,
201202,2.959405,0.718229,0.794102,
201203,2.608907,0.824255,0.614409,
201204,1.831633,0.835147,0.411423,
201205,2.266266,1.088310,0.377688,
