"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.081700,0.031400,,
1962,0.220600,0.019700,,0.023800
1963,0.119900,0.019200,,0.036500
1964,0.090500,0.029100,,0.015600
1965,0.081700,0.028400,0.000200,0.009900
1966,0.065600,0.021600,0.001200,0.019600
1967,0.049800,0.021500,0.001200,0.063600
1968,0.085600,0.031169,0.000400,0.054000
1969,0.088000,0.051402,0.003800,0.050800
1970,0.039800,0.070529,0.008400,0.045000
1971,0.048700,0.057877,0.001800,0.014500
1972,0.038200,0.065266,0.003400,0.016700
1973,0.024100,0.052329,0.008400,0.009500
1974,0.033800,0.066897,0.003800,0.037500
1975,0.060000,0.067096,0.004000,0.037400
1976,0.038800,0.065600,0.009000,0.020200
1977,0.044100,0.068700,0.026400,0.027900
1978,0.061800,0.059300,0.016800,0.046700
1979,0.054600,0.092900,0.022400,0.043900
1980,0.055100,0.086300,0.011000,0.026700
1981,0.054200,0.069800,0.010000,0.021300
1982,0.018700,0.074300,0.013600,0.020000
1983,0.020100,0.058000,0.014200,0.004200
1984,0.017400,0.055900,0.045400,0.007300
1985,0.020700,0.067600,0.035200,0.029800
1986,0.026400,0.069500,0.025800,0.035500
1987,0.021000,0.057800,0.030000,0.034800
1988,0.025700,0.041000,0.026600,0.125400
1989,0.020900,0.034600,0.029800,0.135500
1990,0.037200,0.048700,0.027200,0.160484
1991,0.037000,0.041100,0.048000,0.064530
1992,0.114899,0.043090,0.025452,0.123917
1993,0.024700,0.023065,0.007400,0.201600
1994,0.035500,0.014875,0.011600,0.050800
1995,0.056800,0.006100,0.027600,0.092200
1996,0.159900,0.046000,0.050400,0.243900
1997,0.247000,0.035000,0.027400,0.256100
1998,0.196500,0.030700,0.051400,0.256100
1999,0.275000,0.161000,0.082000,0.227000
2000,0.265000,0.173912,0.109994,0.360000
2001,0.264000,0.150477,0.082000,0.308045
2002,0.273000,0.269602,0.104000,0.224273
2003,0.273000,0.269600,0.104000,0.224270
2004,0.253000,0.409810,0.275060,0.460000
2005,0.524000,0.450363,0.279362,0.556310
2006,0.234000,0.490187,0.190688,0.516000
2007,0.321826,0.807045,0.235594,0.892635
2008,0.161747,0.421958,0.208772,0.413075
2009,0.194884,0.692601,0.102366,0.278217
2010,0.238339,0.501772,0.154172,0.679366
2011,0.380556,0.586776,0.230048,0.919314
2012,0.321275,0.566293,0.257610,1.031185
2013,0.377530,0.527809,0.322300,0.665788
2014,0.403740,0.505960,0.345020,1.159870
2015,0.376044,0.537813,0.340812,0.525358
2016,0.290528,0.491522,0.347702,0.494462
2017,0.275065,0.507213,0.313778,0.466840
2018,0.211054,0.449241,0.293896,0.463883
2019,0.159097,0.501529,0.306012,0.370675
2020,0.157830,0.559844,0.387658,0.247209
2021,0.164735,0.617597,0.353500,0.197279
2022,0.084611,0.587285,0.330488,0.079757
2023,0.128912,0.584342,0.230470,0.041652
