"Year","2003","2005","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1988,,1.186885,0.961895,0.778531,0.915069,0.821876,0.816736,0.780087,0.664740,0.674780,0.673534,0.673527,0.665531,0.607702,0.542437,0.542448,0.542448,0.542459,0.580894
1989,,,0.963100,0.773799,0.919274,0.820226,0.808752,0.769347,0.654357,0.662766,0.661632,0.661625,0.653094,0.595127,0.531578,0.531592,,,
1990,,1.018699,0.924671,0.735041,0.910646,0.808057,0.788323,0.769075,0.643126,0.647162,0.645985,0.645960,0.637471,0.584920,0.522552,0.522565,0.522558,0.522490,0.557400
1991,,0.894128,0.875112,0.690286,0.850596,0.748421,0.728544,0.716325,0.605228,0.605852,0.604848,0.604837,0.597876,0.543822,0.480807,0.480812,0.480816,0.480750,0.514539
1992,,0.831395,0.844908,0.666039,0.793904,0.693853,0.676878,0.670217,0.583329,0.593304,0.592296,0.592504,0.586455,0.530487,0.466866,0.466873,0.466879,0.466795,0.497663
1993,,0.748212,0.806133,0.620567,0.714507,0.616078,0.603911,0.596269,0.530621,0.549820,0.548933,0.549147,0.543911,0.484881,0.422226,0.422236,0.422240,0.422159,0.446488
1994,,0.694871,0.779576,0.579191,0.650100,0.548854,0.539994,0.528048,0.454119,0.473169,0.472774,0.472832,0.468135,0.405853,0.351203,0.351215,0.351219,0.351167,0.369292
1995,,0.678089,0.793483,0.574234,0.624405,0.523695,0.517013,0.499896,0.450211,0.475713,0.475092,0.475182,0.469774,0.404659,0.355994,0.356006,0.356008,0.355976,0.371320
1996,,0.626918,0.784500,0.560377,0.606781,0.510699,0.504776,0.487469,0.444259,0.471710,0.471066,0.471112,0.466129,0.400673,0.356175,0.356186,0.356189,0.356163,0.370657
1997,,0.538239,0.770444,0.549040,0.576110,0.482986,0.478591,0.460613,0.423617,0.456245,0.455636,0.456699,0.453009,0.386363,0.343508,0.343513,0.343513,0.343486,0.357202
