"Year","2003","2005","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1988,,0.047758,0.048577,0.047872,0.045828,0.047037,0.047204,0.035080,0.033558,0.034009,0.035252,0.035254,0.035256,0.033553,0.033463,0.033453,0.033535,0.033495
1989,,,0.044922,0.044050,0.041959,0.043176,0.043337,0.032330,0.031401,0.031855,0.033041,0.033043,0.033044,0.031370,0.031198,0.031188,,
1990,,0.041751,0.041186,0.040685,0.038507,0.039794,0.039833,0.029693,0.029133,0.029599,0.030748,0.030720,0.030721,0.029036,0.028826,0.028818,0.028849,0.028858
1991,,0.032825,0.031102,0.032093,0.029859,0.030749,0.030750,0.022868,0.022489,0.022959,0.023985,0.024048,0.024049,0.022413,0.022346,0.022340,0.022422,0.022380
1992,,0.028058,0.025096,0.026885,0.025021,0.025856,0.025823,0.018930,0.018969,0.019384,0.020302,0.020306,0.020306,0.018748,0.018657,0.018652,0.018734,0.018692
1993,,0.025705,0.022806,0.024013,0.022821,0.023631,0.023608,0.017107,0.017210,0.017531,0.018333,0.018337,0.018337,0.016974,0.016885,0.016878,0.016961,0.016919
1994,,0.025840,0.023052,0.023366,0.022597,0.023394,0.023347,0.016801,0.016885,0.017142,0.017832,0.017834,0.017835,0.016656,0.016602,0.016598,0.016680,0.016638
1995,,0.026605,0.022006,0.021351,0.020953,0.021905,0.021927,0.016185,0.016494,0.016709,0.017264,0.017266,0.017267,0.016221,0.016167,0.016163,0.016245,0.016203
1996,,0.025987,0.021013,0.020533,0.020223,0.021200,0.021197,0.015684,0.016070,0.016270,0.016811,0.016814,0.016814,0.015841,0.015749,0.015740,0.015823,0.015781
1997,,0.025127,0.020217,0.020048,0.019669,0.020302,0.020292,0.015069,0.015236,0.015408,0.015984,0.015992,0.015995,0.015097,0.014966,0.014944,0.015026,0.014985
1998,,0.020931,0.019106,0.016109,0.016073,0.016634,0.016681,0.012139,0.012563,0.012705,0.013178,0.013190,0.013190,0.012346,0.012194,0.012168,0.012250,0.012210
1999,,0.020491,0.019260,0.017104,0.017011,0.017572,0.017611,0.012744,0.013106,0.013240,0.013730,0.013735,0.013736,0.012880,0.012721,0.012692,0.012774,0.012734
2000,0.024001,0.021686,0.018272,0.016412,0.016475,0.017486,0.017500,0.012968,0.013332,0.013447,0.013980,0.013982,0.013983,0.013152,0.013008,0.012976,0.013059,0.013018
2001,0.023543,0.021375,0.019473,0.016655,0.016806,0.017697,0.017700,0.013448,0.013587,0.013695,0.014250,0.014252,0.014252,0.013459,0.013302,0.013265,0.013348,0.013310
2002,,0.020241,0.018968,0.016480,0.016594,0.017275,0.017261,0.013270,0.013375,0.013490,0.014014,0.014016,0.014017,0.013194,0.013023,0.012987,0.013070,0.013052
2003,,0.020827,0.017075,0.015399,0.015476,0.016293,0.016257,0.012471,0.012810,0.012935,0.013456,0.013458,0.013458,0.012621,0.012408,0.012367,0.012430,0.012404
2004,,,0.018833,0.017486,0.017264,0.018180,0.018154,0.014165,0.014630,0.014758,0.015479,0.015481,0.015478,0.014572,0.014393,0.014357,0.014457,0.014425
2005,,,0.018178,0.016680,0.016447,0.017397,0.017405,0.013624,0.014108,0.014239,0.014932,0.014934,0.014930,0.014059,0.013851,0.013810,0.013840,0.013810
2006,,,0.017256,0.015753,0.015449,0.015581,0.015595,0.012015,0.012521,0.012658,0.013344,0.013346,0.013341,0.012436,0.012250,0.012212,0.012276,0.012248
2007,,,0.016843,0.015581,0.015405,0.015859,0.015845,0.012107,0.012666,0.012803,0.013465,0.013467,0.013468,0.012504,0.012359,0.012296,0.012298,0.012271
2008,,,0.017565,0.016282,0.016124,0.016542,0.016545,0.012745,0.013478,0.013609,0.014250,0.014252,0.014253,0.013316,0.013167,0.013116,0.013140,0.013115
2009,,,,0.015025,0.014744,0.014967,0.014970,0.011304,0.012109,0.012244,0.012933,0.012934,0.012935,0.012000,0.011858,0.011809,0.011812,0.011788
2010,,,,,0.015397,0.015637,0.015638,0.011910,0.013694,0.013855,0.014554,0.014556,0.014556,0.013601,0.013449,0.013412,0.013426,0.013420
2011,,,,,,0.015472,0.015479,0.011826,0.012521,0.012697,0.013393,0.013395,0.013395,0.012409,0.012245,0.012211,0.012289,0.012286
2012,,,,,,,0.016219,0.012162,0.012747,0.012931,0.013643,0.013645,0.013646,0.012658,0.012518,0.012474,0.012554,0.012552
2013,,,,,,,,0.013091,0.014047,0.014264,0.014978,0.014979,0.014980,0.013954,0.013841,0.013781,0.013823,0.013824
2014,,,,,,,,,0.012601,0.012847,0.016526,0.016527,0.016528,0.015476,0.015351,0.015305,0.015370,0.015373
2015,,,,,,,,,,0.015786,0.016897,0.016898,0.016899,0.015855,0.015693,0.015652,0.015718,0.015725
2016,,,,,,,,,,,0.017801,0.017986,0.017987,0.016940,0.016804,0.016766,0.016824,0.016833
2017,,,,,,,,,,,,0.017938,0.017927,0.016884,0.016742,0.016713,0.016180,0.016193
2018,,,,,,,,,,,,,0.017583,0.016585,0.016416,0.016394,0.015847,0.015866
2019,,,,,,,,,,,,,,0.018960,0.016458,0.016459,0.016698,0.016722
2020,,,,,,,,,,,,,,,0.015975,0.015977,0.015771,0.015781
2021,,,,,,,,,,,,,,,,0.016272,0.016147,0.016222
2022,,,,,,,,,,,,,,,,,0.015856,0.015920
2023,,,,,,,,,,,,,,,,,,0.015945
