"Year","Coal","Oil","Gas","Cement"
1900,0.216176,0,0,0
1901,0.271136,0,0,0
1902,0.238160,0,0,0
1903,0.234496,0,0,0
1904,0.300448,0,0,0
1905,0.359072,0,0,0
1906,0.315104,0,0,0
1907,0.454336,0,0,0
1908,0.597232,0,0,0
1909,0.604560,0,0,0
1910,0.633872,0,0,0
1911,0.897680,0,0,0
1912,0.897680,0,0,0
1913,0.787760,0,0,0
1914,1.183472,0,0,0
1915,0.762112,0,0,0
1916,0.923328,0,0,0
1917,1.139504,0,0,0
1918,1.421632,0,0,0
1919,0.835392,0,0,0
1920,1.099200,0,0,0
1921,1.366672,0,0,0
1922,1.509568,0,0,0
1923,1.604832,0,0,0
1924,1.842992,0,0,0
1925,1.810016,0,0,0
1926,1.780704,0,0,0
1927,1.817344,0,0,0
1928,2.084816,0,0,0.054514
1929,2.407248,0,0,0.076320
1930,2.315648,0,0,0.087223
1931,2.224048,0,0,0.050880
1932,2.568464,0,0,0.069051
1933,2.289908,0,0,0.058239
1934,2.381688,0,0,0.058061
1935,2.421904,0,0,0.050880
1936,2.458544,0,0,0.054514
1937,2.722352,0,0,0.065417
1938,3.084986,0,0,0.087324
1939,3.396435,0,0,0.087315
1940,4.100016,0,0,0
1941,4.422448,0,0,0
1942,5.349440,0,0,0
1943,5.811104,0,0,0
1944,4.327184,0,0,0.061783
1945,5.089296,0,0,0.119931
1946,4.975712,0,0,0
1947,5.910032,0,0,0
1948,6.060256,0,0,0.159909
1949,7.452576,0,0,0
1950,6.657076,0.542537,0,0.298157
1951,7.222168,0.629925,0,0.312408
1952,8.372240,0.721808,0,0.334354
1953,9.423808,0.817072,0,0.345257
1954,10.079664,0.926992,0,0.385234
1955,10.588960,1.102864,0,0.399771
1956,11.212337,1.329656,0,0.425091
1957,12.387984,1.564528,0,0.436114
1958,13.622752,1.542544,0,0.461554
1959,16.711504,2.202064,0,0.708685
1960,18.627176,2.858390,0,0.785134
1961,21.430736,3.649344,0,0.864960
1962,24.728336,5.041664,0,0.934011
1963,26.783840,6.499936,0,1.090285
1964,32.118624,9.423808,0,1.275634
1965,33.913005,10.904927,0.124586,1.326619
1966,34.745712,12.373328,0.186864,1.410102
1967,37.701402,15.180961,0.567958,1.657344
1968,39.293979,17.556806,0.875642,1.737081
1969,41.135728,22.507952,0.908672,1.755359
1970,33.124241,25.411982,0.824351,1.813399
1971,32.140608,29.605120,0.567920,1.907911
1972,32.807456,30.979120,0.381056,1.911290
1973,33.534805,32.769070,0.384700,2.028693
1974,33.137216,35.086464,0.839056,2.073793
1975,34.399358,34.208821,2.224160,2.093408
1976,31.715584,35.280656,3.891168,2.080959
1977,31.627648,36.991744,4.964720,2.211750
1978,33.894137,39.591401,5.294242,2.427424
1979,34.972880,35.760640,5.664544,2.533377
1980,36.574048,30.935152,7.247392,2.497519
1981,37.136335,32.541469,7.892616,2.519920
1982,39.109536,39.402656,8.749632,2.582359
1983,39.027344,39.250839,9.199931,2.583189
1984,39.151483,36.000311,9.292294,2.600844
1985,41.099088,36.779232,8.951152,2.391861
1986,41.007488,38.171552,9.434800,2.558542
1987,41.773264,36.269936,10.783152,2.450358
1988,37.911408,34.287712,12.263408,2.454463
1989,38.576625,34.594025,11.020846,2.275687
1990,34.721059,26.354824,12.111135,2.142418
1991,31.776529,17.356157,10.184169,1.264765
1992,31.435721,15.095639,8.892191,1.097097
1993,33.041740,15.218502,8.149895,1.153800
1994,31.375154,14.595151,8.112965,1.440690
1995,31.308392,13.675386,9.986813,1.992658
1996,31.466078,13.910870,10.186580,1.960521
1997,34.010953,11.252376,8.233512,1.573008
1998,32.114917,12.102972,7.157220,1.118431
1999,26.598228,11.927458,6.215363,1.106452
2000,26.375422,10.514698,6.766984,1.212361
2001,30.061308,10.825464,6.288180,1.228410
2002,27.819786,10.815248,5.600502,1.214714
2003,31.191181,11.534514,5.821984,1.272522
2004,29.943325,11.564636,5.827093,1.444254
2005,29.488591,12.139976,6.572749,1.618090
2006,29.992717,12.579526,6.731089,1.549681
2007,33.365574,12.403811,6.877306,1.979357
2008,32.489072,11.779769,6.724946,1.899687
2009,27.274120,11.296616,5.049544,0.982972
2010,29.294495,10.912444,5.385716,0.807287
2011,34.481325,10.106662,6.150853,0.787298
2012,29.412307,10.627172,5.753115,0.981292
2013,24.997208,9.557036,5.611726,0.891633
2014,26.579479,10.562245,5.602133,0.911123
2015,27.678158,11.488130,5.939854,1.105434
2016,24.154711,11.885829,5.945013,1.194109
2017,25.792110,12.162233,6.053035,1.239304
2018,22.113318,12.371564,5.796931,1.223503
2019,20.806326,12.900816,5.265812,1.137773
2020,16.204029,11.943745,5.309995,1.065905
2021,20.423333,12.742102,6.257601,1.060385
2022,25.068349,13.385125,5.018204,1.039246
2023,13.960910,13.169611,4.678116,1.045906
2024,10.285484,13.573997,5.021970,1.093969
