"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1988,96.471875,89.541813,15.188854,8.876136,0.003401,-17.138329
1990,81.672810,76.637946,14.629716,7.647427,0.003807,-17.246086
1991,63.713291,61.520714,13.461007,5.930767,0.004031,-17.203228
1992,58.787262,57.355645,13.070268,4.953334,0.004271,-16.596256
1993,57.928105,58.389169,11.820449,4.483454,0.004530,-16.769496
1994,53.828543,56.382558,9.832681,4.409010,0.005768,-16.801473
1995,55.350410,57.916563,9.967321,4.293682,0.008073,-16.835230
1996,56.517066,58.460402,9.972573,4.181972,0.010654,-16.108535
1997,53.177656,55.806190,9.617606,3.971021,0.014092,-16.231254
1998,49.395335,53.113838,8.997939,3.235574,0.018697,-15.970713
1999,42.565349,46.371320,8.566006,3.374525,0.025996,-15.772499
2000,40.737100,45.499314,8.494931,3.449801,0.039376,-16.746323
2001,46.370522,49.019639,7.776480,3.527077,0.053310,-14.005984
2002,43.528329,46.141041,8.114530,3.458710,0.068439,-14.254391
2003,48.758339,50.491209,8.810476,3.286944,0.085873,-13.916162
2004,47.229222,49.537287,8.330226,3.822575,0.113123,-14.573989
2005,46.727410,50.600357,7.899549,3.659731,0.174697,-15.606923
2006,50.540019,51.837495,7.753822,3.245681,0.254099,-12.551078
2007,53.547278,55.669219,7.725955,3.251757,0.291408,-13.391061
2008,53.705988,54.025915,7.660991,3.475509,0.435203,-11.891629
2009,44.633483,45.750249,7.399659,3.123933,0.428011,-12.068369
2010,47.843497,47.815699,7.546152,3.556350,0.433644,-11.508349
2011,56.485701,53.120461,7.872801,3.255774,0.485352,-8.248686
2012,51.851947,48.276560,7.558223,3.326300,0.499601,-7.808737
2013,47.426620,42.582990,7.438039,3.663351,0.560389,-6.818149
2014,49.174577,45.169062,7.391778,4.073845,0.626417,-8.086525
2015,52.780541,48.127123,7.428863,4.167092,0.700438,-7.642975
2016,48.344474,45.343749,7.255386,4.460745,0.732581,-9.447988
2017,50.157533,47.445843,7.115745,4.291108,0.731808,-9.426971
2018,45.719136,43.503327,6.781285,4.204530,0.737494,-9.507499
2019,44.691981,42.194981,6.492923,4.431312,0.799901,-9.227137
2020,38.655965,36.571030,6.384023,4.182045,0.787925,-9.269059
2021,44.831781,42.365034,6.582916,4.298800,0.786728,-9.201696
2022,49.242241,46.931795,6.545144,4.218809,0.700418,-9.153925
2023,36.763852,34.500947,5.987405,4.225543,0.651030,-8.601072
