"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2020,4.490000,-8.170000,4.160000,0.340000,-0.420000,1.500000,"NaN",-1.040000
2021,1.500000,0.740000,-2.300000,6.150000,0.700000,1.910000,"NaN",5.160000
2022,-3.350000,-1.530000,-2.590000,6.690000,1.240000,2.130000,"NaN",1.370000
2023,-1.050000,-1.470000,3.320000,0.160000,-0.290000,3.730000,"NaN",-8.300000
2024,-2.080000,-1.530000,0.370000,0.440000,-0.880000,8.610000,"NaN",-1.800000
