"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2021,"NaN",-0.040000,"NaN","NaN",0,"NaN","NaN"
2022,"NaN",-0.140000,"NaN","NaN",-0.010000,"NaN","NaN"
2023,"NaN",-0.020000,"NaN","NaN",0,"NaN","NaN"
2024,"NaN",0.050000,"NaN","NaN",0,"NaN","NaN"
