"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.032900,0.000100,0.002000,0.000100
1962,0.035000,0.000100,0.002000,0.000100
1963,0.043250,0.000100,0.002000,0.000100
1964,0.037700,0.002600,0.008400,0.001600
1965,0.030800,0.004800,0.009800,0.022800
1966,0.030800,0.003000,0.007200,0.022800
1967,0.030800,0.003000,0.007200,0.022800
1968,0.030800,0.003000,0.007200,0.022800
1969,0.030800,0.003000,0.007200,0.022800
1970,0.030800,0.003000,0.007200,0.022800
1971,0.030800,0.003000,0.007200,0.022800
1972,0.030800,0.003000,0.007200,0.022800
1973,0.030800,0.003000,0.007200,0.022800
1974,0.030800,0.003000,0.007200,0.022800
1975,0.030800,0.003000,0.007200,0.022800
1976,0.030400,0.006500,0.003000,0.001800
1977,0.030050,0.004700,0.002200,0.002400
1978,0.034400,0.004800,0.003400,0.001400
1979,0.024200,0.003800,0.008400,0.000700
1980,0.021300,0.001900,0.003000,0.000600
1981,0.018900,0.001200,0.001400,0.002700
1982,0.022750,0.000700,0.003800,0.027900
1983,0.018700,0.002300,0.008200,0.010000
1984,0.012900,0.005300,0.018800,0.010200
1985,0.012900,0.005300,0.018800,0.010200
1986,0.015000,0.000800,0.007600,0.004700
1987,0.024300,0.002800,0.023400,0.026700
1988,0.008400,0.002100,0.008400,0.002400
1989,0.008400,0.002100,0.008400,0.002400
1990,0.024300,0.001500,0.008400,0.001000
1991,0.041500,0.001500,0.008400,0.000277
1992,0.067440,0.002233,0.016762,0.000050
1993,0.012291,0.001493,0.000270,0.021646
1994,0.039797,0.001565,0.000306,0.021646
1995,0.080380,0.007000,0.007424,0.015101
1996,0.145600,0.013900,0.015400,0.000716
1997,0.147500,0.013900,0.015400,0.000150
1998,0.139000,0.013900,0.005800,0.000150
1999,0.110500,0.027300,0.009200,0.000150
2000,0.112000,0.026400,0.009200,0
2001,0.025400,0.010000,0.009200,0
2002,0.019600,0.010000,0.009200,0
2003,0.114000,0.010000,0.009200,0
2004,0.100453,0.018620,0.026300,0.004548
2005,0.009853,0.018620,0.026300,0.004548
2006,0.009853,0.018620,0.026300,0.004548
2007,0.055653,0.006212,0.026300,0.004548
2008,0.053709,0.004420,0.022582,0.002533
2009,0.116722,0.003393,0.006464,0.000970
2010,0.036038,0.001623,0.005062,0.002237
2011,0.021450,0.001104,0.004868,0.000735
2012,0.023913,0.004570,0.001578,0.003598
2013,0.015723,0.006751,0.002116,0.005515
2014,0.019879,0.015480,0.002566,0.003648
2015,0.048054,0.013247,0.006264,0.001329
2016,0.048167,0.011540,0.003020,0.000560
2017,0.022330,0.006740,0.003142,0.009582
2018,0.005782,0.009588,0.011624,0.007373
2019,0.024850,0.012380,0.010268,0.040656
2020,0.028212,0.010732,0.002544,0.024000
2021,0.027997,0.009786,0.008991,0.028406
2022,0.016817,0.005999,0.008446,0.020376
2023,0.010077,0.004373,0.020534,0.013834
