"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,37.421076,8.208514,12.001847,3.235247,0.001057,13.974411
1991,44.112142,8.479782,11.908992,3.180384,0.154534,20.388450
1992,43.852728,8.086631,11.687104,2.803444,0.286515,20.989033
1993,69.926012,8.825969,10.665861,2.884598,0.645347,46.904238
1994,55.667910,9.302417,10.728646,2.970204,0.954361,31.712282
1995,58.078793,9.723823,10.882181,2.917170,1.329912,33.225707
1996,67.486086,9.689228,10.958380,3.089856,1.654308,42.094315
1997,70.784955,9.589856,11.414292,3.195418,1.935272,44.650116
1998,70.810383,9.313522,12.579395,3.272356,2.179547,43.465563
1999,72.355515,10.246745,12.508727,3.320188,2.392516,43.887339
2000,64.715252,8.806591,12.428291,3.193036,2.578928,37.708406
2001,63.355748,10.246979,12.788404,3.189146,2.742842,34.388376
2002,62.727027,11.500676,10.887741,2.806795,2.887666,34.644149
2003,61.394701,7.900549,11.905459,2.860089,3.016319,35.712285
2004,60.602509,8.654796,11.857027,2.860111,3.131281,34.099294
2005,59.535616,9.265480,11.774494,2.767446,3.239596,32.488601
2006,60.699784,8.833067,11.996656,2.796869,4.043583,33.029609
2007,63.590457,9.016351,12.736057,2.892388,3.898281,35.047380
2008,61.541076,7.931295,12.702661,2.757968,4.942783,33.206370
2009,58.659010,7.101537,12.814966,2.720162,4.511360,31.510985
2010,62.413085,8.433657,12.106029,2.764069,4.701062,34.408268
2011,62.428766,10.433765,13.109678,2.987213,4.309105,31.589006
2012,58.503951,9.057124,13.315787,2.993127,4.025738,29.112175
2013,60.108424,12.012943,11.240504,2.617739,3.829024,30.408215
2014,69.384947,11.958345,11.684376,2.701936,3.698635,39.341656
2015,72.376499,11.587230,12.111934,2.674886,3.623911,42.378538
2016,66.187657,10.465887,12.678278,2.679918,3.589952,36.773621
2017,66.341443,10.724322,13.223113,2.890210,3.594106,35.909693
2018,69.606880,11.965172,12.586507,2.752509,3.696931,38.605762
2019,69.840939,10.991544,11.927836,2.529391,3.583078,40.809090
2020,61.861551,9.320533,12.533165,2.582952,3.547181,33.877721
2021,67.296168,10.521859,12.639626,2.758917,3.452157,37.923609
2022,83.723417,12.436839,12.801002,2.747566,3.508386,52.229625
