"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,7.829900,7.829900,,,,
1991,8.105764,8.105764,,,,
1992,7.721783,7.721783,,,,
1993,8.554030,8.554030,,,,
1994,8.869511,8.869511,,,,
1995,9.159255,9.159255,,,,
1996,9.149669,9.149669,,,,
1997,9.078362,9.078362,,,,
1998,14.936609,14.936609,,,,
1999,9.699640,9.699640,,,,
2000,7.398448,7.398448,,,,
2001,8.933053,8.933053,,,,
2002,16.547292,16.547292,,,,
2003,6.703983,6.703983,,,,
2004,7.549510,7.549510,,,,
2005,8.140111,8.140111,,,,
2006,7.947603,7.947603,,,,
2007,13.713053,13.713053,,,,
2008,13.139099,13.139099,,,,
2009,12.962848,12.962848,,,,
2010,7.591517,7.591517,,,,
2011,9.488913,9.488913,,,,
2012,8.100003,8.100003,,,,
2013,11.045769,11.045769,,,,
2014,10.910022,10.910022,,,,
2015,10.558800,10.558800,,,,
2016,9.610444,9.610444,,,,
2017,9.404333,9.404333,,,,
2018,10.598525,10.598525,,,,
2019,9.852746,9.852746,,,,
2020,8.225396,8.225396,,,,
2021,9.288223,9.288223,,,,
2022,11.156968,11.156968,,,,
