"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-12.895823,11.570099,14.476793,0.301241,0.301574,0.220527,,0
1991,-6.522645,11.617340,14.459372,0.301241,0.300921,0.232220,,0
1992,-5.962923,11.664581,14.441951,0.301241,0.300269,0.243914,,0
1993,19.911420,11.711822,14.424530,0.301241,0.299617,0.255607,,0
1994,4.678603,11.759063,14.407110,0.301241,0.298964,0.267301,,0
1995,6.151167,11.806304,14.389689,0.301241,0.298312,0.278994,,0
1996,7.297048,11.853545,22.054132,0.301241,0.297660,0.290688,,0
1997,10.551031,11.900786,21.297668,0.301241,0.297008,0.302381,,0
1998,8.567099,11.948027,22.038766,0.301241,0.296355,0.314075,,0
1999,9.671406,11.995268,21.297952,0.301241,0.295703,0.325768,,0
2000,6.919356,12.042509,17.812786,0.301241,0.295051,0.337462,,0
2001,6.956993,12.089750,14.396837,0.301241,0.294399,0.349155,,0
2002,8.361771,12.136991,13.189550,0.301241,0.293746,0.360849,,0
2003,9.543300,12.184232,13.017875,0.301241,0.293094,0.372542,,0
2004,7.701770,12.231473,13.188131,0.301241,0.292442,0.384236,,0
2005,6.332617,12.278715,12.888309,0.301241,0.291790,0.395929,,0
2006,7.318417,12.325956,12.385235,0.301241,0.291137,0.407623,,0
2007,8.861059,12.373197,12.802081,0.301241,0.290485,0.419316,,0
2008,7.024218,12.420438,12.739630,0.301241,0.289833,0.431010,,0
2009,5.214209,12.467679,12.795972,0.301241,0.289180,0.442703,,0
2010,7.687935,12.467679,13.219529,0.301241,0.289180,0.442703,,0
2011,4.846535,12.467679,13.241668,0.301241,0.289180,0.442703,,0
2012,3.392168,12.467679,12.219203,0.301241,0.289180,0.442703,,0
2013,5.604418,12.467679,11.302993,0.301241,0.289180,0.442703,,0
2014,12.379592,12.467679,13.461260,0.301241,0.289180,0.442703,,0
2015,14.898999,12.467679,13.978736,0.301241,0.289180,0.442703,,0
2016,12.379436,12.467679,10.893381,0.301241,0.289180,0.442703,,0
2017,9.064895,12.467679,13.343994,0.301241,0.289180,0.442703,,0
2018,12.725199,12.467679,12.379759,0.301241,0.289180,0.442703,,0
2019,16.079620,12.467679,11.228666,0.301241,0.289180,0.442703,,0
2020,10.301948,12.467670,10.074978,0.301241,0.289180,0.442703,,0
2021,12.509623,12.467679,11.913183,0.301241,0.289180,0.442703,,0
2022,24.367776,12.467679,14.361044,0.301241,0.289180,0.442703,,0
