"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
1990,-78.415927,61.519004,0,0,-0.018305,
1991,-78.415927,67.905851,0,0,-0.036610,
1992,-77.956260,68.023804,0,0,-0.054915,
1993,-77.496592,93.437966,0,0,-0.073220,
1994,-77.036925,77.774866,0,0,-0.091524,
1995,-76.577258,78.804996,0,0,-0.109829,
1996,-76.117592,79.686001,0,0,-0.128134,
1997,-75.657924,82.264898,0,0,-0.146439,
1998,-75.198257,79.761887,0,0,-0.164744,
1999,-74.738590,80.630551,0,0,-0.183049,
2000,-74.278923,77.791300,0,0,-0.201354,
2001,-73.819255,77.047964,0,0,-0.219659,
2002,-73.359588,78.256877,0,0,-0.237964,
2003,-72.899921,78.956254,0,0,-0.256268,
2004,-72.440254,76.555959,0,0,-0.274573,
2005,-71.980586,74.615841,0,0,-0.292878,
2006,-71.520919,75.188078,0,0,-0.311183,
2007,-71.061252,75.978864,0,0,-0.329488,
2008,-70.601585,73.749154,0,0,-0.347793,
2009,-70.141917,71.646733,0,0,-0.366098,
2010,-69.682252,73.247890,0,0,-0.366098,
2011,-69.222585,70.229761,0,0,-0.366098,
2012,-68.762918,68.899923,0,0,-0.366098,
2013,-68.303253,70.668231,0,0,-0.366098,
2014,-67.843586,75.459405,0,0,-0.366098,
2015,-67.383920,77.830355,0,0,-0.366098,
2016,-66.924254,75.095754,0,0,-0.366098,
2017,-66.464588,72.162424,0,0,-0.366098,
2018,-66.004921,74.935948,0,0,-0.366098,
2019,-65.545254,77.270820,0,0,-0.366098,
2020,-65.085589,72.498907,0,0,-0.366098,
2021,-64.625922,74.127753,0,0,-0.366098,
2022,-64.166255,82.498654,0,0,-0.366098,
