"Year","Coal","Oil","Gas","Cement","Flaring"
2000,7.873705,56.152817,49.671391,6.587950,5.917186
2001,9.929712,63.480536,48.582305,6.327250,5.668363
2002,12.545536,60.705152,49.024320,7.145680,5.697520
2003,18.213744,62.222048,61.881296,8.209940,5.994304
2004,31.719248,67.615456,59.217568,8.196900,4.352832
2005,26.109664,68.798928,64.079696,8.062240,14.282272
2006,26.626288,62.324640,69.546384,8.603500,11.684496
2007,29.934279,68.826858,65.437726,8.345580,9.910921
2008,38.036676,70.210845,72.632793,8.863220,12.241647
2009,46.591424,68.612064,65.442704,8.385920,11.680832
2010,55.337392,73.375264,60.807744,7.413250,19.001504
2011,55.543511,71.753320,64.784275,8.105370,16.807051
2012,59.869760,74.276608,66.289088,8.504810,4.347575
2013,57.989249,87.212871,82.273874,9.368970,5.321378
2014,57.866418,88.717760,82.562148,9.856730,6.325692
2015,66.318400,76.189216,77.211472,8.981140,7.001684
2016,71.044960,88.368352,73.525488,13.415570,5.706289
2017,78.608623,81.272391,70.426790,12.581372,5.313331
2018,84.147424,82.890672,84.261008,11.772656,4.015116
2019,85.063424,79.127744,90.284624,10.797636,3.882275
2020,94.558656,70.517073,76.509741,13.368605,4.527284
2021,85.794767,71.102525,82.002525,13.385331,3.763685
