"Year","Coal","Oil","Gas","Cement","Flaring"
2000,88.321494,165.052201,37.172468,14.727624,2.132561
2001,81.098083,171.189678,39.990182,15.014369,2.037955
2002,90.916846,175.679221,45.048964,15.530168,2.068617
2003,84.293098,179.938233,51.303426,16.037506,1.900389
2004,87.367004,185.389258,58.762093,16.292143,2.233623
2005,87.765558,189.451699,68.937969,16.791774,2.296656
2006,77.952428,184.882685,74.038402,16.744749,2.416184
2007,84.629074,184.494471,75.655576,16.823910,2.565329
2008,59.334167,174.472981,82.552072,14.389498,2.304122
2009,45.080875,162.251827,73.709926,11.401951,2.256497
2010,36.352366,157.646533,73.658981,11.197403,2.279813
2011,54.215350,147.313722,68.060346,9.522689,2.739058
2012,63.252868,135.963781,65.115347,8.754204,3.379174
2013,49.190519,130.466471,59.096933,7.642356,3.834517
2014,54.142112,131.138517,54.292446,8.896821,4.064612
2015,61.840899,137.710148,56.649537,9.216019,3.706671
2016,45.677289,141.796009,57.702443,9.413649,3.763629
2017,53.592704,142.571508,62.580146,9.448701,3.823099
2018,48.066131,143.531398,61.902589,9.667446,3.793986
2019,23.622477,141.220887,71.252814,9.064168,3.644884
2020,14.300041,120.283595,64.320816,8.191764,3.558305
2021,18.575481,133.112623,67.109056,8.608877,3.558305
