"Year","Coal","Oil","Gas","Cement","Flaring"
2000,0.572877,0.312287,0.043873,0.045957,0.003111
2001,0.582083,0.316115,0.043569,0.046740,0.003224
2002,0.598598,0.324588,0.047134,0.049111,0.002744
2003,0.625891,0.329937,0.049988,0.050880,0.002030
2004,0.669969,0.347518,0.049585,0.055545,0.001902
2005,0.721470,0.351646,0.050439,0.059687,0.001685
2006,0.773565,0.368891,0.049442,0.064905,0.001839
2007,0.842478,0.391028,0.052696,0.068333,0.002418
2008,0.910797,0.412316,0.063047,0.073245,0.002114
2009,0.983948,0.431610,0.112685,0.081268,0.001905
2010,1.015983,0.438373,0.134244,0.086029,0.001865
2011,1.089807,0.458909,0.136364,0.091314,0.002077
2012,1.244606,0.488554,0.125605,0.100237,0.003592
2013,1.319999,0.495642,0.110689,0.107820,0.003266
2014,1.447355,0.511166,0.109468,0.115825,0.003529
2015,1.487461,0.554789,0.106871,0.117508,0.004137
2016,1.529990,0.613166,0.113622,0.123281,0.003756
2017,1.560988,0.631087,0.118922,0.121047,0.002823
2018,1.677600,0.655190,0.126201,0.138965,0.002490
2019,1.677654,0.674011,0.128676,0.143664,0.002454
2020,1.588060,0.603602,0.127635,0.122908,0.002806
2021,1.802312,0.622148,0.133451,0.149001,0.002772
