"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.018301,0,0,0.028128,0.294983,0.008834
1966,"NaN",0,"NaN",0,0.019665,0,0,0.029490,0.322864,0.009713
1967,"NaN",0,"NaN",0,0.021170,0,0,0.030917,0.357140,0.010718
1968,"NaN",0,"NaN",0,0.022770,0,0,0.033024,0.394101,0.011807
1969,"NaN",0,"NaN",0,0.024511,0,0,0.038750,0.430437,0.013021
1970,"NaN",0,"NaN",0,0.026392,0,0,0.091888,0.465107,0.014361
1971,0.006151,0,"NaN",0,0.028368,0,0,0.106356,0.509928,0.010117
1972,0.005649,0,"NaN",0,0.037260,0,0,0.121745,0.567571,0.015808
1973,0.006151,0,"NaN",0,0.031567,0,0,0.147877,0.681271,0.026580
1974,0.006653,0,"NaN",0,0.034766,0,0,0.150354,0.791852,0.029110
1975,0.006917,0,"NaN",0,0.036507,0,0,0.153392,0.928511,0.053926
1976,0.006693,0,"NaN",0,0.040835,0,0,0.172784,1.052370,0.053298
1977,0.006967,0,"NaN",0,0.042200,0,0,0.176691,1.220974,0.053918
1978,0.006231,0,"NaN",0,0.066099,0,0,0.136830,1.224543,0.032946
1979,0.005749,0,"NaN",0,0.057301,0,0,0.183315,1.288516,0.047555
1980,0.005769,0,"NaN",0,0.059418,0,0,0.163275,1.189025,0.050081
1981,0.007057,0,"NaN",0,0.064875,0,0,0.177409,1.183026,0.041821
1982,0.007077,0,"NaN",0,0.068074,0,0,0.242968,1.288365,0.056407
1983,0.007751,0,"NaN",0,0.066616,0,0,0.277679,1.568450,0.053221
1984,0.008416,0,"NaN",0,0.062288,0,0,0.323239,1.697919,0.041146
1985,0.009705,0,"NaN",0,0.062796,0,0,0.348712,1.866201,0.040481
1986,0.009745,0,"NaN",0,0.075048,0,0,0.334997,1.721869,0.039870
1987,0.008151,0,"NaN",0,0.083203,0,0,0.410104,1.795810,0.039219
1988,0.010438,0,"NaN",0,0.087780,0,0,0.445229,1.801006,0.040471
1989,0.008321,0,"NaN",0,0.071663,0,0,0.562206,1.931909,0.029733
1990,0.009118,0,"NaN",0,0.078572,0,0,0.820746,1.991560,0.029740
1991,0.009403,0,"NaN",0,0.059687,0,0,0.955117,2.111567,0.042451
1992,0.010437,0,"NaN",0,0.097978,0,0,1.098658,2.270302,0.037388
1993,0.011284,0,"NaN",0,0.112125,0,0,0.594474,2.490135,0.045959
1994,0.012015,0,"NaN",0,0.073409,0,0,0.939790,2.572139,0.046144
1995,0.011165,0,"NaN",0,0.088600,0,0,1.147248,2.529533,0.043218
1996,0.011386,0,"NaN",0,0.093826,0,0,1.349258,2.654886,0.045210
1997,0.010271,0,"NaN",0,0.063243,0,0,1.431085,2.729416,0.046339
1998,0.008261,0,"NaN",0,0.079711,0,0,1.664329,2.649824,0.053961
1999,0.007272,0,"NaN",0,0.054748,0,0.000373,1.979015,2.708157,0.051354
2000,0.006408,0,"NaN",0,0.040249,0,0.000389,2.139872,2.792560,0.054575
2001,0.005954,0,"NaN",0,0.043594,0,0.000356,2.395177,2.879078,0.053503
2002,0.004526,0,"NaN",0,0.084189,0,0.000318,2.815932,2.903791,0.050694
2003,0.004110,0,"NaN",0,0.100103,0,0.000288,2.889963,2.917021,0.054926
2004,0.003992,0,"NaN",0,0.123792,0,0.000480,3.357217,3.056063,0.057496
2005,0.024462,0,"NaN",0,0.148934,0,0.000731,3.493688,3.276556,0.065170
2006,0.024290,0,"NaN",0,0.189596,0.000001,0.001284,3.808224,3.570964,0.062906
2007,0.025600,0,"NaN",0,0.182812,0.000001,0.001434,4.267880,3.596666,0.065575
2008,0.025957,0,"NaN",0,0.075244,0.000002,0.001981,4.528322,3.706941,0.049104
2009,0.025981,0.000020,"NaN",0,0.067591,0.000003,0.002274,4.852599,3.609638,0.056841
2010,0.026020,0.000117,"NaN",0,0.102439,0.000007,0.001689,5.198018,3.367362,0.053831
2011,0.021252,0.000253,"NaN",0.001020,0.106104,0.000007,0.002105,5.514934,3.432387,0.059758
2012,0.021383,0.000260,"NaN",0.013751,0.123407,0.000007,0.002793,5.491639,3.536806,0.047044
2013,0.021368,0.000222,"NaN",0.040065,0.143483,0.000007,0.002149,5.538042,3.776156,0.060069
2014,0.021732,0.000536,"NaN",0.038085,0.141454,0.000007,0.001951,6.242434,3.501938,0.068440
2015,0.021365,0.000187,"NaN",0.032517,0.128474,0.000015,0.001367,6.624701,3.083388,0.065345
2016,0.021484,0.000251,"NaN",0.059874,0.148627,0.000048,0.001503,7.067486,3.058366,0.063327
2017,0.021678,0.000281,"NaN",0.063965,0.165094,0.000822,0.003047,7.380143,3.152048,0.069029
2018,0.021304,0.000281,"NaN",0.062931,0.093703,0.002113,0.007143,7.655162,3.293897,0.073331
2019,0.021476,0.000123,"NaN",0.058376,0.321362,0.004844,0.006851,7.862024,3.417249,0.073981
2020,0.021770,0.000123,"NaN",0.057432,0.219395,0.006013,0.010646,8.434694,3.220691,0.074184
2021,0.021646,0.000123,"NaN",0.031969,0.140191,0.006338,0.010651,8.680279,3.246761,0.073981
