"Year","Coal","Oil","Gas","Cement","Flaring"
2000,56.032194,255.585246,134.813295,15.862119,3.261918
2001,59.024471,251.784766,135.107373,16.394484,3.070873
2002,60.015667,257.670837,135.864675,16.288779,2.842968
2003,65.125831,255.947320,149.024230,16.938410,3.383522
2004,72.217312,248.797516,154.661764,17.407936,2.646031
2005,71.264929,239.412268,165.659608,17.403219,2.557067
2006,70.786907,237.470807,162.584734,17.473865,2.591484
2007,70.675246,230.016244,163.512326,17.913986,2.526290
2008,68.138769,219.440504,167.141928,16.127209,2.596047
2009,52.387805,198.742114,154.034299,13.340683,2.231504
2010,58.218054,193.788095,164.346876,13.276015,2.376961
2011,65.439039,186.435386,153.000385,12.583285,2.615166
2012,66.958995,172.679658,147.713829,10.071460,2.527781
2013,57.781948,159.183247,137.700968,8.877183,2.701607
2014,55.837154,157.836392,121.589383,8.338587,2.501145
2015,53.062916,161.533251,132.756286,8.196151,2.574287
2016,48.558932,156.014581,140.791993,7.680499,2.188706
2017,42.039754,148.777563,148.758171,7.711494,2.351278
2018,39.424353,152.698470,143.671675,7.756716,2.295171
2019,30.657925,148.115767,146.758430,7.911519,2.756337
2020,22.269892,127.283580,140.800754,7.059192,2.112523
2021,23.999725,141.807282,150.955938,7.059192,2.112523
