"Year","Coal","Oil","Gas","Cement"
1959,56.689408,25.724944,0,1.293805
1960,58.928112,27.809760,0,1.381028
1961,59.974780,29.115323,0,1.413794
1962,61.485584,31.884128,0.003664,1.450079
1963,63.727952,35.658048,0.007328,1.540936
1964,67.133213,39.943584,0.007328,1.791642
1965,71.059616,47.906800,0.007328,1.878925
1966,71.400368,46.994464,0.007328,1.817142
1967,75.405120,51.841936,0.007328,1.889828
1968,76.584928,55.960272,0.010992,1.940708
1969,77.977248,61.529552,0.487312,2.129690
1970,74.293082,68.203666,2.755260,2.227761
1971,74.261952,71.953632,4.100016,2.313987
1972,77.737234,71.317757,5.844216,2.436446
1973,79.713984,82.036960,6.485280,2.591343
1974,85.202656,76.709504,7.709056,2.568398
1975,86.943056,77.929616,8.368576,2.472952
1976,88.870320,73.452208,9.258928,2.493573
1977,96.181878,77.898161,11.050840,2.474372
1978,104.079584,81.480032,13.802288,2.458712
1979,107.314896,79.688336,15.286208,2.580651
1980,117.986168,82.222458,17.671178,2.651786
1981,121.142832,85.675312,20.360848,2.954374
1982,123.473136,85.063424,22.529936,2.822904
1983,122.289664,76.889040,22.790080,2.377238
1984,127.946880,81.406752,24.050496,2.683101
1985,135.688912,71.909664,30.147392,2.891227
1986,134.457808,73.946848,28.091888,2.907944
1987,147.393838,76.351525,28.971663,2.877805
1988,150.502464,77.207808,29.685728,3.135975
1989,161.791248,81.436064,30.345248,3.379537
1990,141.879819,88.842090,34.454816,3.462872
1991,146.082840,88.245572,32.786243,3.183033
1992,150.051381,87.916828,33.970472,2.923411
1993,150.098575,90.386578,35.670002,3.004698
1994,151.376241,91.924087,37.032005,3.484276
1995,155.718942,96.126544,39.830983,3.357750
1996,160.375191,98.697016,39.765246,3.243616
1997,167.670194,98.388038,41.074314,3.184589
1998,177.596365,99.146315,43.488447,3.475413
1999,183.215379,100.399487,45.548715,3.519991
2000,185.781229,102.337360,46.593883,3.620856
2001,190.066589,102.582541,49.310577,3.540903
2002,191.131030,104.516285,50.573495,3.487738
2003,195.370417,109.570680,49.701209,3.584016
2004,202.209810,113.766232,52.517970,3.554645
2005,200.699756,116.507794,54.476588,3.664127
2006,204.384919,117.400366,55.810784,3.888062
2007,203.543107,119.473870,61.048701,3.971547
2008,204.671475,122.328074,61.786863,3.862908
2009,206.050385,122.367287,63.113604,3.829017
2010,200.536242,124.556501,64.263998,3.548615
2011,192.124544,129.808187,66.479605,3.495532
2012,189.138286,133.683994,67.705582,3.518237
2013,176.346996,136.180923,69.647507,3.294420
2014,168.130343,137.598529,71.808093,3.137567
2015,174.188664,137.629374,72.044214,3.076156
2016,179.549565,137.374951,75.054759,2.930855
2017,176.906195,139.460823,76.211806,3.019062
2018,169.370489,143.712379,79.434749,2.941785
2019,164.471156,143.084851,81.693703,3.039547
2020,156.143134,135.476298,84.471564,2.820162
2021,150.958384,139.155751,77.242144,2.820162
