"Year","Coal","Oil","Gas","Cement"
1959,0.146560,2.923872,0,0.250766
1960,0.146560,3.301264,0,0.261668
1961,0.120912,3.620032,0,0.399771
1962,0.150224,4.400464,0,0.476091
1963,0.150224,4.920752,0,0.490628
1964,0.117191,6.830012,0,0.523080
1965,0.146488,6.676186,0,0.617524
1966,0.194192,8.537120,0,0.734125
1967,0.373615,10.919093,0,0.857433
1968,0.348080,15.557344,0,1.170239
1969,0.392048,12.959568,0,1.188411
1970,0.461664,13.593440,0,1.297439
1971,0.527717,17.319364,0,1.355098
1972,0.414032,19.723312,0,1.622188
1973,0.443344,22.145216,0,1.756000
1974,0.611795,21.661956,0,1.830085
1975,0.630113,21.775544,0,1.830481
1976,0.736464,25.794560,0,2.023720
1977,0.630136,28.956954,0,2.282063
1978,0.795005,31.708604,0,2.237601
1979,1.538880,32.547312,0,2.276426
1980,1.729408,35.713008,0,2.275110
1981,1.846656,32.488688,0.560592,2.627320
1982,2.575543,29.561956,2.447315,2.726993
1983,2.451004,33.401803,2.945602,2.947546
1984,2.780754,34.607384,4.440414,3.288249
1985,5.979648,33.027296,5.679200,3.105528
1986,6.107888,34.203440,5.408064,3.048789
1987,7.745696,38.054304,6.188496,3.728969
1988,8.276976,42.626976,10.306832,4.280527
1989,9.933104,51.160432,10.248208,5.483193
1990,13.590340,55.526562,11.120702,6.467676
1991,15.619042,59.654996,13.812759,5.995297
1992,16.685856,65.208208,14.802560,8.232116
1993,18.118480,74.694304,16.689520,12.064484
1994,20.529392,81.304160,18.767008,13.357180
1995,24.072480,97.128976,19.488816,15.337002
1996,30.323901,104.832906,22.105376,17.354594
1997,30.411200,104.830704,27.575264,19.340000
1998,24.518921,95.324085,28.640826,13.279191
1999,27.758464,95.516816,30.927824,16.077055
2000,30.084453,92.422399,35.444769,15.299003
2001,34.761071,88.696243,45.405207,17.469889
2002,35.115776,93.736112,48.548000,19.738906
2003,37.636608,101.397536,49.222176,17.490357
2004,42.201952,109.938320,50.024592,18.260328
2005,41.194352,111.843600,54.040336,20.235752
2006,45.254064,109.718480,54.941680,21.226395
2007,51.607440,105.329008,57.773952,22.009883
2008,56.301024,97.154624,60.291120,19.441362
2009,52.977776,103.548304,71.656848,18.679548
2010,56.144277,106.173251,80.982890,18.485520
2011,62.899888,107.377184,70.495360,18.206209
2012,63.302928,113.283552,80.545712,18.745501
2013,66.220322,117.802776,86.621736,18.913911
2014,60.865574,118.059867,86.590182,19.722265
2015,64.618304,117.585088,86.389792,20.023558
2016,59.100320,121.109856,84.539472,23.053166
2017,62.763510,124.808885,82.413288,22.388464
2018,60.588719,117.168969,81.268614,22.465831
2019,62.483006,121.008841,83.851733,22.304276
2020,66.805159,110.907639,77.123697,21.925554
2021,70.646945,108.752733,77.388400,21.151106
