"Year","Coal","Oil","Gas","Cement","Flaring"
2000,2.165606,2.489788,1.252332,0.041445,0.040231
2001,2.100694,2.503544,1.199433,0.041613,0.040142
2002,2.105588,2.497584,1.239007,0.043164,0.040468
2003,2.145491,2.559109,1.201862,0.043349,0.040227
2004,2.166106,2.632290,1.205237,0.045886,0.040786
2005,2.189646,2.644237,1.187619,0.046194,0.041115
2006,2.153510,2.610823,1.173784,0.046851,0.041745
2007,2.176463,2.593582,1.248122,0.045509,0.042228
2008,2.136485,2.415427,1.253227,0.041416,0.043850
2009,1.872668,2.280456,1.231751,0.029615,0.042835
2010,1.982983,2.300353,1.290514,0.031449,0.045239
2011,1.872951,2.251761,1.310474,0.032208,0.049585
2012,1.658503,2.195782,1.372082,0.035270,0.053094
2013,1.720269,2.224219,1.410367,0.036369,0.058840
2014,1.710368,2.247448,1.435020,0.039439,0.064171
2015,1.479001,2.285321,1.475993,0.039907,0.065110
2016,1.347798,2.299607,1.481713,0.039439,0.054557
2017,1.308480,2.314675,1.460392,0.040324,0.059245
2018,1.256201,2.365283,1.618720,0.038971,0.072787
2019,1.070724,2.358831,1.673999,0.040896,0.088383
2020,0.878973,2.049336,1.653678,0.040688,0.067684
2021,1.002300,2.233778,1.637038,0.041203,0.067684
