"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.537732,3.428405,3.648302,0.868921,0.054139,0.054690
2001,1.629163,3.403289,3.630715,0.914326,0.042882,0.062240
2002,1.495110,3.389638,3.583229,0.885797,0.050306,0.071706
2003,1.595334,3.430327,3.593131,0.888513,0.033699,0.085110
2004,1.533209,3.520970,3.671565,0.796375,0.050256,0.105401
2005,1.567089,3.646107,3.577917,0.807349,0.050747,0.137620
2006,1.713754,3.614099,3.393369,0.741648,0.047052,0.157541
2007,1.607210,3.497782,3.430819,0.615670,0.051684,0.175477
2008,1.491133,3.416921,3.521971,0.509505,0.052009,0.216121
2009,1.247356,3.247539,3.284053,0.666624,0.052560,0.257876
2010,1.294885,3.197476,3.545742,0.595818,0.035885,0.292040
2011,1.316706,3.143806,2.949066,0.657377,0.056526,0.358330
2012,1.631095,3.053092,2.768355,0.666887,0.052406,0.415956
2013,1.547990,3.002302,2.747727,0.664769,0.046129,0.549055
2014,1.245752,2.999027,2.521998,0.596598,0.057423,0.659918
2015,0.966070,3.082847,2.593636,0.654418,0.061050,0.838670
2016,0.464016,3.183307,2.904251,0.663319,0.051758,0.843399
2017,0.379242,3.188332,2.827768,0.646641,0.056352,0.991086
2018,0.317431,3.144810,2.828377,0.594670,0.051845,1.118329
2019,0.217545,3.063677,2.796683,0.511616,0.055478,1.222291
2020,0.204346,2.353001,2.629084,0.456157,0.063856,1.353762
2021,0.210323,2.495896,2.770112,0.414616,0.047241,1.241214
