"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.176682,1.806136,0.243626,0.393308,0.048542,0.012052
2001,1.234791,1.871276,0.262418,0.360142,0.053835,0.015305
2002,1.338789,1.869354,0.293499,0.398822,0.029200,0.018702
2003,1.427212,1.952442,0.302931,0.389640,0.031682,0.021812
2004,1.484566,1.997288,0.368511,0.393116,0.033299,0.022590
2005,1.511793,2.013064,0.371523,0.395395,0.041969,0.022990
2006,1.586918,2.027822,0.398515,0.391910,0.041879,0.024797
2007,1.662057,2.103207,0.422816,0.395992,0.044968,0.030389
2008,1.591218,1.985994,0.459575,0.396326,0.043551,0.028876
2009,1.517778,1.950103,0.448804,0.401060,0.037684,0.030509
2010,1.628355,2.041203,0.557272,0.399151,0.041908,0.034428
2011,1.687885,1.886188,0.613438,0.401366,0.039722,0.039852
2012,1.650349,1.863499,0.643868,0.382880,0.055964,0.040470
2013,1.683447,1.917314,0.645765,0.392038,0.053207,0.044740
2014,1.701450,1.977936,0.679254,0.396706,0.042111,0.044243
2015,1.650424,2.030422,0.726493,0.339291,0.043337,0.047144
2016,1.670522,2.039853,0.754755,0.292803,0.063241,0.048307
2017,1.695819,2.015731,0.836822,0.206354,0.052184,0.055578
2018,1.704828,2.010042,0.851837,0.252974,0.042685,0.066250
2019,1.670971,1.904513,0.837354,0.294340,0.052617,0.080299
2020,1.559637,1.829379,0.895841,0.285246,0.028545,0.103448
2021,1.674501,1.917163,0.982456,0.251187,0.032676,0.119999
