"Year","Coal","Oil","Gas","Cement","Flaring"
2000,26.699568,263.873952,81.201568,14.567020,9.724256
2001,30.638368,275.576768,82.887008,14.058930,7.536848
2002,34.701435,265.359172,92.170763,14.548140,5.188178
2003,42.458432,273.195168,101.903168,14.649810,5.550960
2004,37.881779,276.735940,105.646892,15.345810,3.246277
2005,46.807600,291.123120,105.515872,16.673750,3.872848
2006,50.288400,284.689136,117.936832,17.817760,5.833088
2007,45.840304,286.649376,117.273648,18.972860,11.050624
2008,40.783984,288.397104,118.567040,18.638230,26.593312
2009,40.813296,272.740832,123.432832,17.862750,21.053344
2010,51.054176,259.678672,124.121664,17.045650,11.882352
2011,56.041308,272.512081,130.706870,17.770720,7.133862
2012,49.222543,290.157986,135.726564,18.411490,8.050273
2013,49.976960,277.694560,142.276784,17.437030,8.099830
2014,48.943712,269.274688,138.502864,18.259330,9.133115
2015,44.114222,258.874271,147.976833,19.159980,9.394473
2016,47.621008,251.592224,151.455104,20.599338,8.522078
2017,48.529680,245.839744,143.251408,20.876858,7.123264
2018,47.313232,233.825488,165.905920,20.863843,7.360426
2019,45.268010,241.897149,157.098863,19.497632,8.429845
2020,20.011074,190.678139,149.524596,20.650326,10.842073
2021,19.360577,195.715225,157.552711,22.339198,12.237033
