"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.166258,0.441125,0.183670,0,0.000321,0.060096
2001,0.175737,0.423093,0.191934,0,0.000292,0.062924
2002,0.175946,0.409441,0.193745,0,0.000334,0.072854
2003,0.240059,0.395958,0.195873,0,0.000221,0.086726
2004,0.184010,0.388958,0.194941,0,0.000275,0.101762
2005,0.155255,0.392655,0.187220,0,0.000232,0.104680
2006,0.235590,0.400008,0.190738,0,0.000240,0.098031
2007,0.194790,0.402403,0.170963,0,0.000287,0.108949
2008,0.171558,0.394509,0.171778,0,0.000261,0.106454
2009,0.168780,0.354812,0.164981,0,0.000190,0.106160
2010,0.160465,0.358260,0.186623,0,0.000206,0.132045
2011,0.135578,0.346762,0.156505,0,0.000168,0.152893
2012,0.103547,0.321750,0.146170,0,0.000172,0.162403
2013,0.135485,0.320491,0.137872,0,0.000132,0.172761
2014,0.109959,0.321996,0.118420,0,0.000147,0.192132
2015,0.072363,0.325568,0.119133,0,0.000175,0.200401
2016,0.087676,0.319836,0.121149,0,0.000186,0.195352
2017,0.065591,0.317036,0.115784,0,0.000171,0.230041
2018,0.066801,0.320161,0.112355,0,0.000142,0.218503
2019,0.038076,0.320991,0.104320,0,0.000161,0.240587
2020,0.033196,0.265990,0.083613,0,0.000161,0.244302
2021,0.046229,0.267059,0.083373,0,0.000154,0.274745
