"Year","Coal","Oil","Gas","Cement","Flaring"
2000,1.206396,1.517932,0.720438,0.093135,0.020726
2001,1.202167,1.559084,0.744666,0.090866,0.019593
2002,1.207522,1.549518,0.750403,0.089957,0.020255
2003,1.240882,1.558702,0.788426,0.091186,0.021258
2004,1.236321,1.552362,0.806366,0.095363,0.019998
2005,1.199353,1.546537,0.828728,0.095824,0.020843
2006,1.217848,1.531074,0.830051,0.098590,0.022766
2007,1.238317,1.479544,0.821674,0.103025,0.022154
2008,1.150053,1.469507,0.846057,0.095850,0.021624
2009,1.013718,1.392973,0.791598,0.078337,0.019796
2010,1.067435,1.374443,0.855238,0.076743,0.020470
2011,1.087196,1.318306,0.790553,0.075469,0.021375
2012,1.084328,1.271675,0.773592,0.071131,0.021551
2013,1.054995,1.240971,0.752604,0.067410,0.023205
2014,1.016038,1.223807,0.669498,0.070590,0.022261
2015,1.012354,1.250212,0.700657,0.069981,0.022171
2016,0.963167,1.266411,0.741037,0.069951,0.021705
2017,0.949104,1.272799,0.769047,0.072106,0.022242
2018,0.899747,1.260877,0.754662,0.073402,0.021907
2019,0.739277,1.260021,0.775861,0.073320,0.021097
2020,0.609277,1.136785,0.752265,0.070201,0.018951
2021,0.687707,1.197997,0.783749,0.070307,0.018954
