"Year","Coal","Oil","Gas","Cement","Flaring"
2000,228.826770,52.835995,21.837939,6.114182,3.381858
2001,226.152070,52.767787,22.634715,4.956938,2.870287
2002,219.897194,52.163626,22.422074,4.670148,3.011544
2003,226.405784,55.624420,24.832386,4.565827,3.563711
2004,226.423710,58.819748,26.562927,5.070056,2.713700
2005,222.637677,60.430283,27.401460,5.057142,3.387098
2006,232.308065,63.026520,27.630416,5.983742,3.975612
2007,227.707322,66.011381,27.910740,7.050407,3.610941
2008,220.472084,67.229893,28.134334,6.692993,3.575500
2009,209.073544,67.927146,27.273393,5.757238,2.872266
2010,220.927198,70.862728,29.134715,6.221494,3.488797
2011,218.378981,70.530176,29.325019,7.379394,4.021527
2012,214.039885,67.269441,30.558497,6.384301,4.211888
2013,214.314382,62.579292,30.803979,5.874228,4.801655
2014,202.997324,62.288999,29.463594,6.456416,4.702019
2015,201.647484,65.701021,30.634032,6.341808,4.746858
2016,202.098996,73.978040,32.419593,6.529685,4.553509
2017,203.597988,83.588319,34.129784,6.996488,4.663026
2018,198.827006,86.610586,34.283403,7.655328,4.835440
2019,177.935008,88.158063,35.490788,7.692452,4.343708
2020,164.234621,85.531578,36.764228,7.690636,4.225053
2021,179.501978,91.709086,40.570439,7.496242,4.225053
