"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0,3.102065,1.703502,0,0,0
2001,0.000330,3.283868,1.836198,0,0,0
2002,0.000519,3.393319,1.939140,0,0,0
2003,0.000661,3.594375,2.054052,0,0,0
2004,0.000590,3.881966,2.246256,0,0,0
2005,0.001171,3.894843,2.436408,0,0,0
2006,0.000830,4.077362,2.512366,0,0,0
2007,0.002323,4.330523,2.545164,0,0,0
2008,0.002687,4.790103,2.751048,0,0,0.000006
2009,0.000985,5.218654,2.682990,0,0,0.000006
2010,0.002830,5.735358,2.997972,0,0,0.000041
2011,0.002756,6.025747,3.155292,0,0,0.000054
2012,0.003232,6.338308,3.397086,0,0,0.000253
2013,0.004136,6.356300,3.421026,0,0,0.000417
2014,0.005734,7.024766,3.501396,0,0,0.000447
2015,0.003731,7.288925,3.572190,0,0,0.000445
2016,0.003079,7.361411,3.791412,0,0,0.000442
2017,0.004822,7.138715,3.933008,0,0,0.000623
2018,0.004012,6.901402,4.035600,0,0,0.001519
2019,0.004221,6.783124,4.001400,0,0,0.001962
2020,0.003701,6.539723,4.069800,0,0,0.001960
2021,0.003691,6.590368,4.222331,0,0,0.007823
