"Year","Coal","Oil","Gas","Cement","Flaring"
2000,144.443080,198.237954,210.131006,6.331884,6.446023
2001,153.533658,198.650759,210.160357,5.843838,6.493080
2002,141.691083,196.130348,207.030373,5.988265,6.178655
2003,153.102776,194.397355,208.462265,5.867549,5.563120
2004,147.662298,197.952289,211.734175,5.976630,5.618775
2005,148.032654,200.447656,205.437837,5.941163,5.991193
2006,160.843769,197.183104,194.126410,5.892780,5.271742
2007,150.843509,196.160270,196.519574,6.117015,5.417125
2008,139.219107,188.799534,202.654948,5.204877,4.749941
2009,113.823148,180.263880,188.070480,3.721209,4.880534
2010,118.030363,179.848420,201.927123,3.792010,4.737995
2011,117.149672,172.059735,168.235546,4.096816,4.453032
2012,148.005461,170.288365,158.239900,3.723954,3.645807
2013,142.456568,165.756488,157.622225,4.029110,4.215954
2014,115.433547,166.510706,144.492208,4.214814,4.436023
2015,91.548016,170.772559,147.899400,4.393361,4.641191
2016,47.824616,173.930280,165.742039,4.553321,4.558600
2017,39.128801,174.850612,161.697365,4.409790,4.301261
2018,33.280249,173.087118,161.485261,4.363948,4.476409
2019,24.512705,168.995529,159.320842,4.448499,4.283190
2020,22.809405,143.980921,149.420095,3.899688,3.442599
2021,23.689725,154.110810,158.864022,3.899688,3.473844
