"Year","Coal","Oil","Gas","Cement","Flaring"
2000,5.327509,210.117822,120.447863,9.117717,24.138671
2001,4.140320,227.453792,127.653760,9.922116,25.582048
2002,4.664272,217.927392,143.815664,10.446285,20.774880
2003,5.188224,210.789920,158.468000,10.749200,28.469280
2004,4.994073,221.765430,178.899940,11.320446,25.138911
2005,6.085904,222.489072,200.160656,11.343597,23.083200
2006,5.983312,233.363824,221.540096,12.304723,30.451504
2007,6.576927,225.180052,236.520213,14.190781,30.191575
2008,5.858696,233.944801,246.874968,15.627364,32.338243
2009,4.393165,232.918340,261.065372,17.753251,42.894729
2010,5.448333,227.532939,277.220124,21.560503,38.010092
2011,5.312800,223.694528,293.262896,23.057406,32.008704
2012,4.129328,247.162448,292.273616,24.068161,20.731230
2013,4.118336,253.328960,294.933680,24.831085,20.740292
2014,3.590720,247.799984,335.006848,23.490757,22.784998
2015,4.301511,227.053111,356.768957,20.900424,22.557180
2016,3.451488,200.124016,380.704256,19.761352,29.785761
2017,4.708240,229.058624,399.504240,18.909928,33.220296
2018,4.920752,235.390016,409.096592,19.091292,32.438911
2019,3.729934,229.401917,422.970090,20.892741,25.963439
2020,3.740171,223.676023,453.781453,23.855126,24.925134
2021,3.729952,222.961503,466.993766,22.524908,32.668290
