"Year","Coal","Oil","Gas","Cement","Flaring"
2000,65.574517,239.492827,84.321034,8.392547,4.211911
2001,56.039931,249.737546,88.530828,8.480744,4.174089
2002,58.506080,244.198443,88.012542,8.464964,3.929538
2003,59.125470,244.834575,91.651093,8.379289,3.891142
2004,58.172907,244.831604,93.223768,8.869265,3.917479
2005,62.003628,241.881232,94.932763,8.905855,3.920140
2006,59.448733,236.758059,92.326064,9.094903,4.218751
2007,61.345367,227.717663,89.253092,9.251525,4.514828
2008,56.163627,224.451370,92.280460,8.661312,4.790286
2009,45.185605,219.270719,90.711959,7.474170,4.506531
2010,49.085370,215.705567,96.035487,7.675915,4.108102
2011,41.969869,208.866801,87.791113,7.836089,3.877632
2012,46.667660,204.876300,90.609028,7.291910,3.307063
2013,49.416611,203.431456,91.302161,7.099684,3.050690
2014,39.271215,197.494522,76.368623,6.766749,2.957698
2015,37.740819,199.148404,81.391098,6.408841,2.857876
2016,35.794215,196.489679,89.032655,6.438147,2.868307
2017,39.789541,195.653951,89.137376,6.291276,2.816149
2018,34.966380,189.343208,84.769711,6.495119,2.905288
2019,29.294360,187.698122,86.356429,6.588367,2.504862
2020,23.826985,164.451417,80.040967,5.994268,2.130951
2021,28.877789,179.745984,85.580480,5.994268,2.148580
