"Year","Coal","Oil","Gas","Cement"
1959,0,1.817344,0,0.036343
1960,0,2.630752,0,0.043611
1961,0,3.517387,0,0.050932
1962,0,6.137200,0.021984,0.090857
1963,0,6.811444,0.029297,0.098074
1964,0,5.675536,1.238432,0.127200
1965,0,2.117792,1.974896,0.123566
1966,0,4.107344,2.176416,0.123566
1967,0,4.462752,2.180080,0.159909
1968,0,5.433027,3.146980,0.250734
1969,0,8.038816,3.348896,0.290743
1970,0,16.387745,0,0.334327
1971,0,21.133952,0.003664,0.348561
1972,0,17.216239,0.542244,0.475165
1973,0,20.551376,0.945312,0.474739
1974,0,21.958352,1.036912,0.521355
1975,0,25.545408,1.055232,0.553414
1976,0,27.836413,1.113896,0.542066
1977,0,44.345392,1.161488,0.620955
1978,0,50.358016,1.161488,0.883657
1979,0,70.564976,1.231104,1.077393
1980,0,72.070880,21.943696,1.425553
1981,0,81.131952,42.648960,2.316108
1982,0,96.105285,17.180895,3.496071
1983,0,117.069462,8.408689,3.966374
1984,0,109.007664,34.903264,3.485709
1985,0,123.365836,39.088382,4.005521
1986,0,147.109600,48.335488,4.542055
1987,0,131.013648,51.405920,4.180109
1988,0,134.772912,55.813712,5.319243
1989,0,133.404977,56.580506,5.553338
1990,0,111.400256,90.815904,5.819165
1991,0,170.676448,111.495520,5.508824
1992,0,194.701296,113.518048,7.416734
1993,0,212.794128,119.721200,7.397959
1994,0,195.159296,124.521040,7.245882
1995,0,178.451456,75.896096,7.611907
1996,0,169.342752,79.219344,7.924656
1997,0,124.004416,82.480304,7.417489
1998,0,114.914032,83.901936,7.596021
1999,0,135.142976,82.403360,7.841974
2000,0,198.371419,88.182581,8.695912
2001,0,205.004464,81.252864,9.887379
2002,0,219.462608,94.937904,11.161823
2003,0,216.839184,97.902080,11.545018
2004,0,263.193660,119.243769,11.722442
2005,0,256.688848,127.254384,11.526808
2006,0,283.765808,135.000080,12.390512
2007,0,258.465888,113.477744,14.178795
2008,0,288.814800,125.151248,18.370362
2009,0,326.066688,119.592960,20.184661
2010,0,359.647248,137.077568,20.991131
2011,0,335.710336,139.616720,22.331954
2012,0,386.218576,151.587008,25.373909
2013,0,359.383440,153.199168,28.222624
2014,0,355.281929,224.051304,29.854065
2015,0,415.112880,230.018592,29.669752
2016,0,368.233524,241.862899,28.879455
2017,0,367.662546,247.625546,23.998174
2018,0,339.498912,257.220128,25.134882
2019,0,371.994928,255.934064,24.603584
2020,0,371.034522,260.309005,25.592905
2021,0,369.720866,270.065088,28.688192
