"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.687350,0,0,0,12.345632,0.069081
1966,"NaN",0,"NaN",0,0.788679,0,0,0,13.873002,0.089651
1967,"NaN",0,"NaN",0,0.805434,0,0,0,14.584228,0.052433
1968,"NaN",0,"NaN",0,0.871443,0,0,0,14.656773,0.051156
1969,"NaN",0,"NaN",0,1.072802,0,0,0,15.550313,0.062417
1970,"NaN",0,"NaN",0,1.241496,0,0,0.028436,14.125877,0.064997
1971,5.569740,0,"NaN",0,1.055179,0,0,0.282726,15.366616,0.162670
1972,4.580702,0,"NaN",0,1.137285,0,0,0.386777,16.427457,0.403113
1973,4.466374,0,"NaN",0,1.066184,0,0,0.377650,17.064577,0.374678
1974,4.355905,0,"NaN",0,0.944760,0,0,0.768342,16.604820,0.365669
1975,4.294821,0,"NaN",0,0.920850,0,0,0.903645,16.943885,0.032434
1976,4.166219,0,"NaN",0,0.847317,0,0,1.049389,18.546559,0.035153
1977,4.045937,0,"NaN",0,0.669955,0,0,0.935948,21.705441,0.037691
1978,3.963682,0,"NaN",0,0.767122,0,0,6.745532,22.618670,0.080105
1979,3.823997,0,"NaN",0,0.912403,0,0,8.178480,24.651139,0.110564
1980,3.720497,0,"NaN",0,1.134742,0,0,7.086924,26.109319,0.158402
1981,3.658642,0,"NaN",0,1.225324,0,0,5.805829,27.419962,0.287051
1982,3.591401,0,"NaN",0,1.149066,0,0,7.121846,27.719254,0.255641
1983,3.502238,0,"NaN",0,1.302787,0,0,9.722328,28.869619,0.647374
1984,3.424789,0,"NaN",0,2.501708,0,0,11.722450,27.616542,0.681339
1985,3.346475,0,"NaN",0,2.655219,0,0,11.004524,26.413085,0.884020
1986,3.264146,0,"NaN",0,2.819285,0,0,16.581717,23.613336,0.637758
1987,3.177488,0,"NaN",0,3.297076,0,0,16.051952,23.475764,0.853911
1988,3.102220,0,"NaN",0,3.690580,0,0,15.888673,24.336064,0.658755
1989,3.035638,0,"NaN",0,3.311460,0,0,17.664605,24.514528,2.944511
1990,2.967736,0,"NaN",0,2.447030,0,0,16.255260,27.656420,3.167190
1991,2.846350,0,"NaN",0,2.628765,0,0,23.497714,30.560957,3.627263
1992,2.778205,0,"NaN",0,2.462670,0,0,24.833740,35.174386,3.703712
1993,2.725606,0,"NaN",0,2.711851,0,0,23.718511,35.285402,3.011150
1994,2.657603,0,"NaN",0,3.523081,0,0,23.951193,36.120114,3.253014
1995,2.592754,0,"NaN",0,3.287083,0,0,24.199452,40.189923,3.467813
1996,2.539797,0,"NaN",0,2.667330,0,0,28.353768,42.893242,3.391440
1997,2.454071,0,"NaN",0,2.090540,0,0,34.272008,47.770611,3.193746
1998,2.376695,0,"NaN",0,2.175346,0,0,33.737360,42.543077,3.320644
1999,2.335232,0,"NaN",0,3.593969,0,0,37.442013,40.541258,3.628721
2000,2.297217,0.285933,"NaN",0,3.244793,0,0,45.113866,42.731924,4.533169
2001,2.163702,0.280236,"NaN",0,2.725037,0,0,42.372146,45.052361,5.280091
2002,2.050082,0.192497,"NaN",0,2.356835,0,0,41.884570,47.541552,6.311758
2003,1.905179,0.193472,"NaN",0,2.148065,0,0,44.041988,48.545842,8.990571
2004,1.860441,0.261455,"NaN",0,2.282140,0,0,46.460417,49.693585,10.953309
2005,1.739616,0.262656,"NaN",0,2.388636,0,0,51.899871,50.299218,11.118690
2006,1.634816,0.270491,"NaN",0,2.443260,0,0,52.777591,47.702114,11.518487
2007,1.499155,0.322275,"NaN",0,2.238209,0,0,53.684483,49.779437,13.662713
2008,1.451221,0.330980,"NaN",0,2.854844,0,0,56.671933,46.668437,14.794480
2009,1.350807,0.567473,"NaN",0,2.454901,0,0,51.061171,45.398128,15.751607
2010,1.183276,0.505395,"NaN",0,2.213254,0,0,47.665061,44.990741,21.529197
2011,1.088023,0.605440,"NaN",0,2.741401,0,0,47.266266,45.222699,21.177963
2012,0.809974,0.581823,"NaN",0,3.078748,0.002330,0,50.996440,48.771293,22.403848
2013,0.837968,0.420855,"NaN",0,3.841504,0.045908,0,53.241543,51.054267,20.919440
2014,0.486205,0.260204,"NaN",0,4.266088,0.072334,0,52.587969,50.475266,20.993506
2015,0.375972,0.277785,"NaN",0,4.344837,0.085187,0,54.274124,46.175079,23.440438
2016,0.400236,0.277033,"NaN",0,6.121152,0.094764,0,51.377461,50.660179,24.875930
2017,0.439238,0.274937,"NaN",0,8.043644,0.098875,0,50.713014,46.985668,27.178631
2018,0.565784,0.479196,"NaN",0,7.738926,0.185793,0,49.643126,47.006983,28.772104
2019,0.482471,0.567158,"NaN",0,7.577942,0.272931,0,49.620263,50.527160,26.857223
2020,0.454398,0.564883,"NaN",0,7.951946,0.333823,0,41.548091,43.006268,29.499089
2021,0.304737,0.560568,"NaN",0,9.078275,0.421935,0,44.035011,43.366036,26.466996
