"Year","Coal","Oil","Gas","Cement","Flaring"
2000,31.671609,55.732336,33.199089,3.270299,0.165423
2001,28.289752,59.054505,32.937378,2.957389,0.147747
2002,28.636592,59.079997,33.255697,2.993247,0.153043
2003,27.766146,59.783871,34.992026,2.933470,0.111442
2004,28.251919,59.761685,34.982663,2.837048,0.102442
2005,26.195950,58.085533,35.641403,2.933953,0.104421
2006,25.337382,57.114796,35.388414,3.111969,0.130723
2007,23.158202,55.790293,35.637293,3.087423,0.114941
2008,23.259024,55.359007,35.690164,3.032533,0.116675
2009,15.162389,51.219392,36.481952,2.795202,0.117294
2010,17.526192,51.822056,40.348548,2.582486,0.103191
2011,16.688971,48.603211,34.579237,2.761552,0.093232
2012,15.078114,47.514133,34.918198,2.642587,0.092581
2013,15.331619,47.320428,35.279484,2.541374,0.093725
2014,14.795505,46.261450,31.003653,2.642982,0.075679
2015,14.438079,48.197987,33.820641,2.348126,0.088261
2016,13.543486,47.093541,34.375252,2.435800,0.078277
2017,13.308096,46.333138,35.030255,2.291409,0.098940
2018,13.366943,45.714012,36.098185,2.534383,0.121246
2019,13.192232,45.243127,36.199212,2.819306,0.116104
2020,10.651276,39.498344,35.856444,2.634278,0.101449
2021,11.015942,44.567181,35.777219,2.634278,0.101449
