"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.888181,0.339945,0.314016,0.138823,0.018714,0.008445
2001,0.871669,0.359711,0.336290,0.149687,0.021723,0.007799
2002,0.855470,0.348303,0.324981,0.188942,0.026185,0.008329
2003,0.869479,0.372713,0.328337,0.259200,0.014439,0.008206
2004,0.870798,0.410706,0.326064,0.262057,0.020946,0.008073
2005,0.841309,0.428966,0.322528,0.244600,0.024533,0.007781
2006,0.871111,0.423037,0.317926,0.256026,0.026128,0.011748
2007,0.869453,0.420092,0.303068,0.255653,0.021166,0.015713
2008,0.824579,0.422035,0.300342,0.257743,0.020479,0.023936
2009,0.761674,0.407444,0.284881,0.262489,0.024427,0.033361
2010,0.786172,0.384744,0.337856,0.268361,0.027872,0.043944
2011,0.773959,0.389815,0.285086,0.269530,0.021194,0.068611
2012,0.742137,0.384969,0.287051,0.287235,0.022027,0.075707
2013,0.707416,0.367339,0.290832,0.289469,0.028026,0.082506
2014,0.685569,0.388716,0.258833,0.283802,0.018620,0.092158
2015,0.683500,0.377556,0.271420,0.249700,0.017400,0.094958
2016,0.688346,0.354501,0.293759,0.222914,0.019279,0.092696
2017,0.655860,0.415066,0.301492,0.260541,0.017911,0.096850
2018,0.651337,0.418010,0.287382,0.273474,0.015500,0.096456
2019,0.602390,0.423373,0.299698,0.275425,0.019055,0.100375
2020,0.523320,0.368944,0.304646,0.272572,0.020255,0.101809
2021,0.543594,0.405663,0.326499,0.277792,0.022685,0.101433
