"Year","Coal","Oil","Gas","Cement","Flaring"
2000,15.657394,25.365901,10.639993,1.385260,0.723040
2001,16.557831,25.608190,11.104576,1.387852,0.770498
2002,16.537388,25.319603,11.096408,1.416300,0.673801
2003,22.573276,24.394480,11.214438,1.329911,0.669545
2004,17.281043,24.072277,11.153815,1.458926,0.751909
2005,14.601613,23.885699,10.690007,1.363377,0.547737
2006,22.005606,24.230801,10.882060,1.395466,0.531019
2007,18.421879,24.168866,9.738138,1.407086,0.543359
2008,16.133723,23.316689,9.826361,1.154749,0.387207
2009,15.784477,22.295484,9.411788,0.764407,0.261499
2010,15.351008,21.945465,10.569318,0.672224,0.352973
2011,12.914962,20.915095,8.983264,0.861805,0.251864
2012,10.078159,19.952400,8.413963,0.871083,0.217234
2013,12.754866,19.574380,7.939518,0.867063,0.243547
2014,10.143308,19.084692,6.816457,0.887302,0.250358
2015,7.242452,19.582271,6.911255,0.931502,0.247145
2016,8.413077,19.862587,7.014874,1.095455,0.273043
2017,6.252826,20.029290,6.682384,1.193741,0.241398
2018,6.361589,20.089621,6.478645,1.159742,0.232564
2019,3.588381,19.698810,6.016661,1.129199,0.194717
2020,3.142834,18.591156,4.792077,1.226954,0.126262
2021,4.376753,18.665928,4.778313,1.226954,0.126262
