"Year","Coal","Oil","Gas","Cement","Flaring"
2000,4.408803,16.472749,9.488968,0.530782,0.593257
2001,5.411679,16.589427,10.443922,0.534743,0.612919
2002,5.420526,17.322349,9.860390,0.550921,0.586995
2003,7.739602,18.101840,8.522430,0.534082,0.611221
2004,8.013108,18.484268,7.255083,0.487544,0.863323
2005,8.918768,18.664121,7.565797,0.576644,0.909250
2006,8.795561,18.794946,7.551604,0.544754,0.958884
2007,6.725796,19.000671,8.259367,0.687302,1.021329
2008,8.284470,18.859659,7.811121,0.639092,1.242176
2009,6.316473,18.133381,7.457545,0.586049,1.366735
2010,5.458101,18.210298,8.382277,0.557421,1.505822
2011,5.534238,18.407233,7.625945,0.528527,1.459930
2012,6.852585,18.153914,8.342925,0.568627,1.278919
2013,6.013030,18.540746,8.372880,0.586336,1.092550
2014,5.442055,18.850886,8.601687,0.619461,1.224110
2015,5.469636,19.370571,8.305040,0.620712,1.347890
2016,4.465043,19.489269,7.893822,0.486377,1.152258
2017,4.669294,20.361619,8.517795,0.443775,1.089133
2018,5.249307,20.533968,7.898728,0.417966,0.992163
2019,5.985768,20.911832,8.240141,0.410940,0.912907
2020,5.755663,19.124118,7.846914,0.379157,0.780728
2021,6.751966,18.649909,6.657892,0.379157,0.780728
