"Year","Coal","Oil","Gas","Cement","Flaring"
2000,426.448116,317.318002,681.432377,15.112577,23.763752
2001,444.960912,323.090661,693.013366,15.862541,24.348308
2002,423.511292,314.440788,702.371736,17.116161,34.816330
2003,425.152049,308.253748,734.919231,18.666297,34.542749
2004,415.369819,308.719743,742.806465,20.915348,39.637562
2005,416.422760,319.019961,745.182869,22.256030,41.530490
2006,435.960375,334.100059,765.525718,24.544564,42.156652
2007,420.965154,324.906344,777.797181,27.644836,50.867634
2008,449.909183,342.160792,778.187257,23.625365,36.624806
2009,416.977556,321.193282,730.871779,19.746372,38.288005
2010,416.736508,331.844462,792.563304,22.722614,47.870329
2011,427.838120,344.117271,815.661184,25.128527,51.561280
2012,442.749707,351.771385,804.975624,26.331668,52.927716
2013,405.262664,354.646137,780.453844,27.281460,48.827699
2014,394.094994,383.204615,772.753422,26.453326,38.466103
2015,414.059434,405.864558,736.697972,23.171307,33.022514
2016,402.192494,400.367433,749.788229,20.432102,36.218172
2017,384.724075,413.496784,777.235876,20.512221,41.926176
2018,396.392489,391.516179,825.415088,20.090711,49.437808
2019,390.365017,398.417081,803.863171,20.306193,62.654678
2020,366.758617,380.833317,780.781499,20.580721,58.921786
2021,380.227147,403.080393,875.051751,21.920821,58.921786
