"Year","Coal","Oil","Gas","Cement","Flaring"
2000,185.781229,102.337360,46.593883,3.620856,7.952858
2001,190.066589,102.582541,49.310577,3.540903,8.172284
2002,191.131030,104.516285,50.573495,3.487738,8.007496
2003,195.370417,109.570680,49.701209,3.584016,7.157978
2004,202.209810,113.766232,52.517970,3.554645,6.857940
2005,200.699756,116.507794,54.476588,3.664127,6.914461
2006,204.384919,117.400366,55.810784,3.888062,7.046394
2007,203.543107,119.473870,61.048701,3.971547,7.504144
2008,204.671475,122.328074,61.786863,3.862908,7.482726
2009,206.050385,122.367287,63.113604,3.829017,7.966111
2010,200.536242,124.556501,64.263998,3.548615,8.189776
2011,192.124544,129.808187,66.479605,3.495532,7.874195
2012,189.138286,133.683994,67.705582,3.518237,8.286993
2013,176.346996,136.180923,69.647507,3.294420,8.846405
2014,168.130343,137.598529,71.808093,3.137567,9.272708
2015,174.188664,137.629374,72.044214,3.076156,10.827854
2016,179.549565,137.374951,75.054759,2.930855,12.439911
2017,176.906195,139.460823,76.211806,3.019062,14.861430
2018,169.370489,143.712379,79.434749,2.941785,16.925628
2019,164.471156,143.084851,81.693703,3.039547,20.199247
2020,156.143134,135.476298,84.471564,2.820162,17.272753
2021,150.958384,139.155751,77.242144,2.820162,17.272753
