"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.876548,2.965020,0.637070,0.635438,0.314777,0.070640
2001,0.802526,3.089349,0.686500,0.646555,0.433903,0.093439
2002,0.904265,3.114872,0.784924,0.635406,0.240839,0.133965
2003,0.842761,3.188576,0.893834,0.619902,0.428622,0.171036
2004,0.881280,3.263785,1.053687,0.633185,0.328605,0.209046
2005,0.858838,3.291919,1.249270,0.569164,0.184230,0.259788
2006,0.749772,3.313754,1.307425,0.591013,0.265203,0.278752
2007,0.838909,3.338269,1.330462,0.538254,0.277217,0.325465
2008,0.565385,3.222596,1.461318,0.572479,0.238055,0.405101
2009,0.394815,3.023513,1.307078,0.509017,0.264942,0.493936
2010,0.288764,2.942352,1.303073,0.590772,0.420024,0.610592
2011,0.535534,2.807990,1.211259,0.550171,0.303854,0.630659
2012,0.648619,2.624644,1.196122,0.582252,0.202799,0.751537
2013,0.477170,2.467006,1.091811,0.534130,0.360866,0.774624
2014,0.487302,2.460566,0.990860,0.536300,0.382006,0.742950
2015,0.573023,2.543483,1.027576,0.533108,0.272809,0.719865
2016,0.439452,2.628762,1.048377,0.542105,0.350660,0.714551
2017,0.563075,2.642350,1.141636,0.534256,0.175537,0.732346
2018,0.482479,2.693005,1.133901,0.509689,0.327018,0.747396
2019,0.212343,2.695423,1.295081,0.530677,0.213382,0.782078
2020,0.123790,2.214281,1.169648,0.528929,0.288430,0.856932
2021,0.160801,2.450448,1.220351,0.510767,0.278517,0.970746
