"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.319261,1.294327,0.558946,0.491926,0.004897,0.006698
2001,0.304108,1.314131,0.552154,0.470383,0.004664,0.007252
2002,0.260699,1.319628,0.569971,0.477543,0.003783,0.008885
2003,0.252177,1.394696,0.607197,0.474672,0.002579,0.010767
2004,0.234556,1.411638,0.618768,0.470981,0.003289,0.013401
2005,0.215517,1.403951,0.608165,0.470800,0.002969,0.020622
2006,0.212676,1.399474,0.626000,0.458501,0.003677,0.029339
2007,0.194352,1.413465,0.630685,0.471088,0.003960,0.034938
2008,0.191938,1.482629,0.626452,0.442350,0.004148,0.045126
2009,0.123642,1.333965,0.632666,0.455577,0.003298,0.062555
2010,0.156962,1.382174,0.698544,0.459704,0.003118,0.083164
2011,0.147776,1.293897,0.594864,0.459665,0.001947,0.103308
2012,0.139186,1.244552,0.602640,0.381680,0.003524,0.122688
2013,0.147267,1.281283,0.595188,0.401497,0.003728,0.134239
2014,0.142822,1.259590,0.520668,0.315416,0.002879,0.141301
2015,0.139470,1.301512,0.570596,0.242836,0.003087,0.157807
2016,0.132151,1.321306,0.582811,0.402498,0.003566,0.162004
2017,0.129293,1.343262,0.590814,0.388214,0.002588,0.179409
2018,0.128569,1.422276,0.607468,0.261370,0.002784,0.191010
2019,0.128925,1.331699,0.625806,0.396330,0.002866,0.211835
2020,0.100025,1.152477,0.611934,0.312413,0.002523,0.256611
2021,0.103450,1.300374,0.610582,0.457196,0.003526,0.250996
