"Year","Coal","Oil","Gas","Cement","Flaring"
2000,2.601737,0.648686,0.059796,0.244388,0
2001,2.637655,0.659300,0.067157,0.270828,0
2002,3.018634,0.653086,0.053993,0.296590,0
2003,3.601712,0.727099,0.060745,0.345186,0
2004,3.835288,0.839093,0.071521,0.379992,0
2005,4.424390,0.850173,0.084957,0.411649,0
2006,4.905374,0.898534,0.103753,0.470087,0
2007,5.289904,0.927351,0.129515,0.514981,0
2008,5.729474,0.970117,0.149674,0.525924,0
2009,6.028500,0.982348,0.164404,0.583560,0
2010,6.568794,1.092572,0.199585,0.639592,0
2011,7.309786,1.123859,0.245990,0.708564,0
2012,7.464806,1.176712,0.277599,0.714782,0.003660
2013,7.493454,1.234622,0.320127,0.748323,0.003565
2014,7.425067,1.255605,0.370222,0.778627,0.003878
2015,7.266979,1.328805,0.380052,0.721995,0.003854
2016,7.071404,1.357838,0.421726,0.743044,0.003041
2017,7.163318,1.430587,0.486359,0.758185,0.002925
2018,7.316400,1.500474,0.575369,0.786745,0.003351
2019,7.543157,1.559728,0.630171,0.826876,0.003806
2020,7.605717,1.627725,0.687881,0.858233,0.005119
2021,7.955985,1.713337,0.773866,0.852961,0.004677
