"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.797167,4.418146,0.713079,1.113070,0.042682,0.001142
2001,1.914381,4.418911,0.783279,1.138007,0.024642,0.001210
2002,2.057004,4.497323,0.870398,1.200944,0.033969,0.002287
2003,2.140476,4.535096,0.911659,1.299131,0.051008,0.002501
2004,2.227311,4.503116,1.068300,1.301240,0.044723,0.004190
2005,2.294178,4.526056,1.143813,1.451908,0.037865,0.005034
2006,2.371923,4.530792,1.205949,1.462139,0.035520,0.007770
2007,2.497552,4.652039,1.306143,1.396231,0.036968,0.012968
2008,2.767466,4.436071,1.344126,1.465420,0.031058,0.022228
2009,2.871935,4.488767,1.277694,1.425626,0.028283,0.029420
2010,3.229773,4.586395,1.620593,1.424790,0.036791,0.064015
2011,3.503824,4.632861,1.744037,1.474495,0.045660,0.098536
2012,3.376085,4.798747,1.891031,1.423921,0.039178,0.110798
2013,3.414084,4.806063,1.979130,1.306662,0.042084,0.134979
2014,3.533605,4.787245,1.800144,1.463762,0.026834,0.181200
2015,3.575577,5.017596,1.643390,1.532784,0.020802,0.207650
2016,3.412213,5.470254,1.715173,1.498122,0.027431,0.222800
2017,3.608046,5.416443,1.791230,1.364568,0.026910,0.276466
2018,3.627896,5.398916,2.080944,1.220209,0.031997,0.316090
2019,3.439318,5.353181,2.017218,1.328666,0.026463,0.346375
2020,3.024574,5.060431,2.071343,1.453289,0.036658,0.340056
2021,3.036246,5.390754,2.251719,1.428368,0.028779,0.439657
