"Year","Coal","Oil","Gas","Cement"
1959,0.099092,1.952486,0,0.156534
1960,0.113413,2.136549,0,0.174183
1961,0.098777,2.136514,0,0.163293
1962,0.117412,2.333563,0,0.171050
1963,0.113584,2.568464,0,0.170811
1964,0.091600,2.524496,0,0.207154
1965,0.146343,2.078064,0,0.239507
1966,0.128415,2.311478,0,0.240191
1967,0.131904,2.330304,0,0.236228
1968,0.109777,2.437055,0,0.268588
1969,0.084371,2.725544,0,0.316553
1970,0.219840,2.465872,0,0.392503
1971,0.216176,3.070432,0,0.392503
1972,0.106256,3.363552,0,0.396137
1973,0.187039,3.333695,0,0.392870
1974,0.175872,4.345504,0,0.421577
1975,0.120912,4.404128,0,0.443383
1976,0.168544,3.946128,0,0.481492
1977,0.168544,4.312528,0,0.554139
1978,0.139136,4.620786,0,0.536831
1979,0.043936,4.565685,0,0.402234
1980,0.047604,5.511059,0,0.592866
1981,0.238160,5.635232,0,0.599666
1982,0.087936,3.953456,0,0.592399
1983,0.245295,3.774614,0,0.574762
1984,0.315104,3.422176,0,0.515834
1985,0.230832,3.114400,0,0.370727
1986,0.227168,3.279280,0,0.566513
1987,0.245314,4.265537,0,0.565087
1988,0.300448,3.865520,0,0.523992
1989,0.351744,4.231920,0,0.504815
1990,0.403040,4.664272,0,0.619897
1991,0.351744,3.773920,0,0.583294
1992,0.421360,4.363824,0,0.617197
1993,0.351539,5.284071,0,0.579070
1994,0.293120,5.536304,0,0.592468
1995,0.369883,6.397872,0,0.638009
1996,0.351744,8.064464,0,0.738731
1997,0.245378,7.262460,0,0.611688
1998,0.197783,9.120003,0,0.578306
1999,0.194192,9.251600,0,0.583087
2000,0.175872,9.661968,0,0.552676
2001,0.175872,8.529792,0,0.531155
2002,0.263931,6.968507,0,0.586797
2003,0.245488,5.679200,0,0.662381
2004,0.285792,6.441312,0,0.711857
2005,0.333279,7.163664,0,0.841408
2006,0.443344,8.038816,0,0.853501
2007,0.399528,8.155503,0,0.985635
2008,0.410368,8.412544,0,1.088133
2009,0.366400,10.321488,0,1.278673
2010,0.626544,9.687616,0,1.430557
2011,1.014928,10.200576,0,1.712833
2012,0.908672,9.284576,0,1.774007
2013,1.004219,9.932242,0,1.969224
2014,1.246087,10.364511,0,2.270917
2015,1.322408,12.517083,0,2.456003
2016,1.304384,13.487184,0,2.599005
2017,1.227704,13.376477,0,2.414194
2018,1.838957,13.993658,0,2.336557
2019,1.623462,15.241490,0,2.312243
2020,1.583859,13.821848,0,2.870128
2021,1.702633,14.589311,0,3.583437
