"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.046296,0.268143,0.211510,0,0.260114,0.040565
2001,0.057336,0.269362,0.223175,0,0.229301,0.038248
2002,0.057307,0.279535,0.213055,0,0.261361,0.036391
2003,0.082708,0.295041,0.160647,0,0.246633,0.035161
2004,0.085459,0.296438,0.146585,0,0.282587,0.038505
2005,0.095139,0.307326,0.135274,0,0.240467,0.045069
2006,0.093677,0.310302,0.137356,0,0.241471,0.047604
2007,0.070996,0.311736,0.151748,0,0.240647,0.052398
2008,0.088101,0.315906,0.140563,0,0.226070,0.059635
2009,0.067748,0.301510,0.144500,0,0.243476,0.070240
2010,0.057859,0.301844,0.157536,0,0.247069,0.081382
2011,0.058571,0.310998,0.144776,0,0.249378,0.087264
2012,0.072979,0.306461,0.160728,0,0.226012,0.090488
2013,0.064359,0.310837,0.169434,0,0.225950,0.092988
2014,0.059436,0.316103,0.188243,0,0.237168,0.101812
2015,0.060025,0.328743,0.172868,0,0.237810,0.108492
2016,0.049666,0.337007,0.172705,0,0.249945,0.107756
2017,0.052331,0.355441,0.179716,0,0.241201,0.105210
2018,0.056422,0.354710,0.162108,0,0.250065,0.103898
2019,0.064216,0.363244,0.173021,0,0.242918,0.106433
2020,0.061473,0.298325,0.164686,0,0.229447,0.107289
2021,0.072114,0.290928,0.139731,0,0.228184,0.110465
