"Year","Coal","Oil","Gas","Cement","Flaring"
2000,16.473463,17.461330,22.205794,1.353058,0.189145
2001,15.899623,17.238381,24.647062,1.356593,0.144213
2002,15.628517,16.294215,24.844401,1.425783,0.140346
2003,16.162075,16.056342,27.226688,1.411835,0.146355
2004,15.477004,15.601687,26.815476,1.289299,0.118164
2005,13.598124,16.402897,28.024506,1.198940,0.112839
2006,13.617368,17.164585,26.511687,1.295854,0.117012
2007,13.571612,17.531041,25.106068,1.328096,0.104364
2008,13.063768,17.239020,24.616784,1.260648,0.179944
2009,11.189071,17.164587,21.363976,0.972707,0.179871
2010,11.672042,15.972002,22.917573,0.735351,0.188373
2011,11.954756,15.028675,21.875410,0.563620,0.186943
2012,11.455735,14.344696,19.571815,0.678421,0.150129
2013,10.165985,13.846875,18.384958,0.515881,0.150523
2014,10.184977,15.190656,17.120246,0.565710,0.128992
2015,10.517019,16.531408,18.229804,0.675693,0.131876
2016,9.769268,16.572281,19.365320,0.705228,0.136681
2017,10.047647,17.472752,20.486028,0.783129,0.142545
2018,9.446999,18.559711,19.846076,0.881792,0.147206
2019,8.186140,19.363543,19.969006,1.022863,0.149450
2020,7.440498,17.372881,20.895433,0.928787,0.162081
2021,6.391263,18.375345,22.112327,0.928787,0.162081
