"Year","Coal","Oil","Gas","Cement"
1959,6.137200,3.905824,0,0.276206
1960,6.595200,4.631296,0,0.305280
1961,6.433984,4.997696,0,0.323451
1962,5.620576,5.265168,0,0.312548
1963,6.019952,5.840416,0,0.356160
1964,6.338720,6.364368,0,0.388868
1965,5.841980,7.425251,0,0.418055
1966,5.825760,7.742032,0,0.432480
1967,5.184560,8.038816,0,0.403406
1968,4.838828,8.256411,0,0.377863
1969,5.070976,8.789936,0,0.396137
1970,4.975712,8.570096,0.205184,0.410674
1971,4.538591,9.809803,0.263744,0.411224
1972,4.660608,10.614608,0.421360,0.452715
1973,5.326383,11.781051,0.505530,0.539752
1974,5.582845,11.975275,0.575136,0.571767
1975,5.250512,11.790752,0.604560,0.558527
1976,5.378752,11.530608,1.685440,0.525473
1977,5.212930,11.711692,2.732850,0.483764
1978,4.361048,10.455521,2.689924,0.429577
1979,3.762928,10.145616,2.007872,0.405809
1980,4.008416,10.874752,1.821008,0.393643
1981,3.982768,9.848832,2.161760,0.490657
1982,4.008416,9.863488,3.861856,0.433886
1983,4.316192,8.965808,4.191616,0.425546
1984,4.250240,8.962144,5.594928,0.467014
1985,4.012080,10.420416,6.870000,0.555458
1986,3.488687,10.696929,8.237992,0.522374
1987,4.140320,11.596560,7.914240,0.514141
1988,4.947114,11.345382,8.681269,0.475572
1989,4.181228,11.942700,8.897476,0.431802
1990,4.653308,12.390564,7.139258,0.448748
1991,4.503458,12.279625,7.951117,0.437702
1992,4.921630,13.292309,8.419119,0.477227
1993,4.888937,13.167528,8.165956,0.489257
1994,4.627035,14.084421,7.612120,0.496924
1995,4.630911,14.735471,7.015173,0.538669
1996,4.584890,14.898514,8.107410,0.510315
1997,4.933863,15.220738,9.273528,0.532239
1998,4.519247,15.503817,7.997180,0.488934
1999,4.619230,15.809274,9.169569,0.532148
2000,4.408803,16.472749,9.488968,0.530782
2001,5.411679,16.589427,10.443922,0.534743
2002,5.420526,17.322349,9.860390,0.550921
2003,7.739602,18.101840,8.522430,0.534082
2004,8.013108,18.484268,7.255083,0.487544
2005,8.918768,18.664121,7.565797,0.576644
2006,8.795561,18.794946,7.551604,0.544754
2007,6.725796,19.000671,8.259367,0.687302
2008,8.284470,18.859659,7.811121,0.639092
2009,6.316473,18.133381,7.457545,0.586049
2010,5.458101,18.210298,8.382277,0.557421
2011,5.534238,18.407233,7.625945,0.528527
2012,6.852585,18.153914,8.342925,0.568627
2013,6.013030,18.540746,8.372880,0.586336
2014,5.442055,18.850886,8.601687,0.619461
2015,5.469636,19.370571,8.305040,0.620712
2016,4.465043,19.489269,7.893822,0.486377
2017,4.669294,20.361619,8.517795,0.443775
2018,5.249307,20.533968,7.898728,0.417966
2019,5.985768,20.911832,8.240141,0.410940
2020,5.755663,19.124118,7.846914,0.379157
2021,6.751966,18.649909,6.657892,0.379157
