"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0,0.110000,-0.610000,0.560000,0,0,0
2021,0,0.220000,0.400000,0,0,0,0
2022,0,0.500000,-0.250000,0,0,0,0
2023,0,-0.150000,-0.290000,-0.140000,0,0.140000,0
2024,0,-0.200000,0.160000,0.170000,0,0.090000,0
