"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,119.630758,11.534096,2.065339,3.813679,102.217644,,,
1991,620.084471,355.169691,54.588021,109.352750,100.974010,,,
1992,337.717995,201.241766,36.220899,64.667941,35.587389,,,
1993,159.529694,85.122854,15.690153,41.892759,16.823928,,,
1994,86.563343,32.908395,12.420321,30.632948,10.601679,,,
1995,103.884406,59.212443,12.750399,23.260995,8.660569,,,
1996,101.028773,59.433834,10.578363,22.521241,8.495335,,,
1997,95.866598,55.190099,10.934964,21.507608,8.233927,,,
1998,89.437153,50.173296,11.291566,19.890011,8.082280,,,
1999,88.767752,49.285738,11.644958,19.769453,8.067604,,,
2000,87.407236,47.707425,12.178443,19.491660,8.029707,,,
2001,92.774675,48.368687,10.821626,23.209789,10.374573,,,
2002,74.941370,28.076970,11.439538,25.533042,9.891819,,,
2003,84.280368,27.863863,12.418815,28.259824,15.737866,,,
2004,95.378637,29.032901,16.117533,30.327371,19.900832,,,
2005,109.955310,33.157171,20.034940,31.420686,25.342513,,,
2006,111.691808,27.367790,19.852840,33.779085,30.692093,,,
2007,127.663522,27.232326,23.203277,37.736707,39.491212,,,
2008,141.750251,32.550875,21.369234,43.853615,43.976527,,,
2009,126.021680,26.322639,15.900777,40.424761,43.373503,,,
2010,120.985180,23.550334,16.810501,42.494923,38.129422,,,
2011,135.471815,30.096428,19.500537,42.047234,43.827616,,,
2012,149.760063,45.263268,19.181355,43.393244,41.922196,,,
2013,148.905560,41.537461,18.434232,45.451318,43.482548,,,
2014,151.658875,44.236467,17.279882,47.087054,43.055471,,,
2015,145.116621,36.002174,11.502257,47.282144,50.330046,,,
2016,139.713204,33.118323,12.329423,45.018892,49.246566,,,
2017,151.458741,36.348617,13.158683,48.742916,53.208526,,,
2018,153.372968,41.949441,11.977776,51.340233,48.105518,,,
2019,166.109336,38.224903,12.236423,58.582955,57.065056,,,
2020,6.526309,1.438931,0.451759,2.362497,2.273121,,,
2021,195.514432,46.432768,14.882026,67.376762,66.822876,,,
2022,7.225621,1.682266,0.628642,2.430554,2.484160,,,
