"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,26.013758,21.566330,4.335267,0.850330,0,-0.738169
1991,27.862453,22.281089,4.575203,1.004513,0,0.001649
1992,16.513192,12.082253,3.553072,0.875334,0,0.002533
1993,8.914339,5.719140,2.432537,0.759557,0,0.003104
1994,6.273355,3.136758,2.427095,0.707552,0,0.001950
1995,7.058140,3.824989,3.133093,0.615829,0,-0.515772
1996,7.050802,3.666810,2.687761,0.697217,0,-0.000986
1997,7.221541,3.558570,2.986027,0.679806,0,-0.002863
1998,7.018826,3.365164,3.026760,0.634496,0,-0.007594
1999,7.048912,3.313072,3.098819,0.646235,0.000042,-0.009255
2000,6.576683,3.260315,3.234785,0.560652,0.003486,-0.482555
2001,6.884124,3.457320,3.271447,0.616434,0.007644,-0.468722
2002,6.321081,2.887882,3.230319,0.671700,0.010648,-0.479468
2003,6.840109,3.231356,3.371838,0.695492,0.017075,-0.475653
2004,7.543524,3.704691,3.587915,0.734424,0.028170,-0.511677
2005,8.229411,4.262984,3.731709,0.720410,0.047944,-0.533635
2006,8.734979,4.339184,4.088758,0.768311,0.080503,-0.541777
2007,9.756200,4.982770,4.478368,0.739293,0.124541,-0.568772
2008,10.265861,5.483467,4.408164,0.706942,0.198735,-0.531446
2009,9.159171,4.757092,3.997330,0.702195,0.228244,-0.525691
2010,9.017366,4.623243,3.950583,0.690933,0.290270,-0.537662
2011,9.906144,5.118493,4.149988,0.744884,0.358194,-0.465415
2012,10.759727,5.640358,4.310841,0.850229,0.428364,-0.470065
2013,10.993484,5.545871,4.517531,0.910795,0.495546,-0.476258
2014,11.280208,5.654501,4.611666,0.922801,0.562627,-0.471386
2015,11.064059,5.375455,4.578105,0.958247,0.598578,-0.446327
2016,11.020850,5.123468,4.633403,1.088520,0.664767,-0.489307
2017,11.380872,5.650997,4.535624,0.927455,0.692764,-0.425969
2018,11.001245,5.797806,3.970276,0.907181,0.770789,-0.444807
2019,11.552527,6.219496,3.721895,1.086031,0.866735,-0.341630
2020,11.694762,6.811535,3.462274,0.860732,0.946885,-0.386664
2021,12.663802,7.431205,3.716948,0.867182,1.028397,-0.379930
2022,12.932202,7.621218,3.761582,0.832634,1.095196,-0.378428
