"Year","H1894","A1906","C1938","P1956","RS1957","R1965_Coal","R1965_Lignite","R1965_Liquid_Hydro-carbons","R1965_Natural_Gas","R1965_Total","B1969_Coal","B1969_Lignite","B1969_Petroleum","B1969_Natural_Gasoline","B1969_Natural_Gas","B1969_Cement","BLP1971_Coal","BLP1971_Lignite","BLP1971_Liquid_Hydro-carbon","BLP1971_Natural_Gas","BLP1971_Total","K1973_Coal","K1973_Crude_petroleum","K1973_Natural_gas","K1973_Total","K1973_Cement","R1981","MR1984_gas_fuel","MR1984_liquid_fuel","MR1984_solid_fuel","MR1984_flared_gas","MR1984_cement","A1999_Total","A1999_Solid","A1999_Liquid","A1999_Gas","A1999_Cement","A1999_Flaring","BAM2017_Total","BAM2017_Solid","BAM2017_Liquid","BAM2017_Gas","BAM2017_Cement","BAM2017_Flaring"
1834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,24,0,0,0,0,24,24,0,0,0,0
1835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,25,0,0,0,0,25,25,0,0,0,0
1836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,29,0,0,0,0,29,29,0,0,0,0
1837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,29,0,0,0,0,29,29,0,0,0,0
1838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,30,0,0,0,0,30,30,0,0,0,0
1839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,31,0,0,0,0,31,31,0,0,0,0
1840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33,33,0,0,0,0,33,33,0,0,0,0
1841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34,34,0,0,0,0,34,34,0,0,0,0
1842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36,36,0,0,0,0,36,36,0,0,0,0
1843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,37,0,0,0,0,37,37,0,0,0,0
1844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,39,0,0,0,0,39,39,0,0,0,0
1845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,43,0,0,0,0,43,43,0,0,0,0
1846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,43,0,0,0,0,43,43,0,0,0,0
1847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46,46,0,0,0,0,46,46,0,0,0,0
1848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,47,0,0,0,0,47,47,0,0,0,0
1849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,50,0,0,0,0,50,50,0,0,0,0
1850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54,54,0,0,0,0,54,54,0,0,0,0
1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54,54,0,0,0,0,54,54,0,0,0,0
1852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,57,0,0,0,0,57,57,0,0,0,0
1853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59,59,0,0,0,0,59,59,0,0,0,0
1854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69,69,0,0,0,0,69,69,0,0,0,0
1855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71,71,0,0,0,0,71,71,0,0,0,0
1856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,76,0,0,0,0,76,76,0,0,0,0
1857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,77,0,0,0,0,77,77,0,0,0,0
1858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,78,0,0,0,0,78,78,0,0,0,0
1859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,83,0,0,0,0,83,83,0,0,0,0
1860,NaN,NaN,NaN,NaN,147,126,3,NaN,NaN,128,106,4,0,NaN,NaN,0,120,3,0,0,123,93,0,0,93,NaN,93,NaN,NaN,NaN,NaN,NaN,91,91,0,0,0,0,91,91,0,0,0,0
1861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111,5,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,99,0,0,99,NaN,99,NaN,NaN,NaN,NaN,NaN,95,95,0,0,0,0,95,95,0,0,0,0
1862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111,5,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,98,0,0,98,NaN,98,NaN,NaN,NaN,NaN,NaN,97,96,0,0,0,0,97,96,0,0,0,0
1863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119,6,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,106,0,0,106,NaN,106,NaN,NaN,NaN,NaN,NaN,104,103,0,0,0,0,104,103,0,0,0,0
1864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130,6,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,115,0,0,115,NaN,115,NaN,NaN,NaN,NaN,NaN,112,112,0,0,0,0,112,112,0,0,0,0
1865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137,7,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,122,0,0,122,NaN,122,NaN,NaN,NaN,NaN,NaN,119,119,0,0,0,0,119,119,0,0,0,0
1866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145,7,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,128,0,0,129,NaN,129,NaN,NaN,NaN,NaN,NaN,122,122,0,0,0,0,122,122,0,0,0,0
1867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155,7,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,138,0,0,138,NaN,138,NaN,NaN,NaN,NaN,NaN,130,130,0,0,0,0,130,130,0,0,0,0
1868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154,8,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,136,0,0,137,NaN,137,NaN,NaN,NaN,NaN,NaN,135,134,0,0,0,0,135,134,0,0,0,0
1869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159,8,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,141,1,0,142,NaN,142,NaN,NaN,NaN,NaN,NaN,142,142,0,0,0,0,142,142,0,0,0,0
1870,NaN,NaN,NaN,NaN,232,191,8,NaN,NaN,199,163,9,1,NaN,NaN,0,186,8,3,0,194,144,1,0,145,NaN,145,NaN,NaN,NaN,NaN,NaN,147,146,1,0,0,0,147,146,1,0,0,0
1871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181,10,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,161,1,0,162,NaN,162,NaN,NaN,NaN,NaN,NaN,156,156,1,0,0,0,156,156,1,0,0,0
1872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197,11,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,175,1,0,176,NaN,176,NaN,NaN,NaN,NaN,NaN,173,173,1,0,0,0,173,173,1,0,0,0
1873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210,13,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,187,1,0,188,NaN,188,NaN,NaN,NaN,NaN,NaN,184,183,1,0,0,0,184,183,1,0,0,0
1874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204,14,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,183,1,0,184,NaN,184,NaN,NaN,NaN,NaN,NaN,174,173,1,0,0,0,174,173,1,0,0,0
1875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211,14,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,188,1,0,189,NaN,189,NaN,NaN,NaN,NaN,NaN,188,187,1,0,0,0,188,187,1,0,0,0
1876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213,14,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,190,1,0,192,NaN,192,NaN,NaN,NaN,NaN,NaN,191,190,1,0,0,0,191,190,1,0,0,0
1877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218,14,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,194,2,0,196,NaN,196,NaN,NaN,NaN,NaN,NaN,194,192,2,0,0,0,194,192,2,0,0,0
1878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218,15,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,195,2,0,197,NaN,197,NaN,NaN,NaN,NaN,NaN,196,194,2,0,0,0,196,194,2,0,0,0
1879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230,16,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,205,3,0,208,NaN,208,NaN,NaN,NaN,NaN,NaN,210,207,3,0,0,0,210,207,3,0,0,0
1880,NaN,NaN,NaN,NaN,349,289,14,5,NaN,308,251,17,3,NaN,0,0,278,11,5,0,295,224,3,0,227,NaN,227,NaN,NaN,NaN,NaN,NaN,236,233,3,0,0,0,236,233,3,0,0,0
1881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,18,3,NaN,0,0,NaN,NaN,NaN,NaN,NaN,241,3,0,244,NaN,244,NaN,NaN,NaN,NaN,NaN,243,239,4,0,0,0,243,239,4,0,0,0
1882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,290,19,4,NaN,0,0,NaN,NaN,NaN,NaN,NaN,258,4,0,263,NaN,263,NaN,NaN,NaN,NaN,NaN,256,252,4,0,0,0,256,252,4,0,0,0
1883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,310,20,3,NaN,1,0,NaN,NaN,NaN,NaN,NaN,276,3,0,280,NaN,280,NaN,NaN,NaN,NaN,NaN,272,269,3,0,0,0,272,269,3,0,0,0
1884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,311,20,4,NaN,1,0,NaN,NaN,NaN,NaN,NaN,278,4,1,282,NaN,282,NaN,NaN,NaN,NaN,NaN,275,271,4,0,0,0,275,271,4,0,0,0
1885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,304,21,4,NaN,1,1,NaN,NaN,NaN,NaN,NaN,272,4,1,276,NaN,276,NaN,NaN,NaN,NaN,NaN,277,273,4,1,0,0,277,273,4,1,0,0
1886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,305,22,5,NaN,1,1,NaN,NaN,NaN,NaN,NaN,273,5,1,279,NaN,279,NaN,NaN,NaN,NaN,NaN,281,275,5,2,0,0,281,275,5,2,0,0
1887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,326,23,5,NaN,2,1,NaN,NaN,NaN,NaN,NaN,291,5,1,298,NaN,298,NaN,NaN,NaN,NaN,NaN,295,287,5,3,0,0,295,287,5,3,0,0
1888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,353,24,5,NaN,2,1,NaN,NaN,NaN,NaN,NaN,315,6,2,322,NaN,322,NaN,NaN,NaN,NaN,NaN,327,317,5,5,0,0,327,317,5,5,0,0
1889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,358,26,6,NaN,2,1,NaN,NaN,NaN,NaN,NaN,320,7,2,329,NaN,329,NaN,NaN,NaN,NaN,NaN,327,318,6,3,0,0,327,318,6,3,0,0
1890,491.266376,510,NaN,NaN,505,407,22,11,3,442,379,28,8,NaN,3,1,390,22,11,3,426,340,8,2,350,NaN,350,NaN,NaN,NaN,NaN,NaN,356,345,8,3,0,0,356,345,8,3,0,0
1891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,395,30,10,NaN,3,1,NaN,NaN,NaN,NaN,NaN,354,10,2,365,NaN,365,NaN,NaN,NaN,NaN,NaN,372,360,9,2,0,0,372,360,9,2,0,0
1892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,398,31,9,NaN,3,1,NaN,NaN,NaN,NaN,NaN,357,9,2,369,NaN,369,NaN,NaN,NaN,NaN,NaN,374,363,9,2,0,0,374,363,9,2,0,0
1893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,389,32,10,NaN,3,1,NaN,NaN,NaN,NaN,NaN,350,10,2,362,NaN,362,NaN,NaN,NaN,NaN,NaN,370,358,10,2,0,0,370,358,10,2,0,0
1894,NaN,550,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,407,33,9,NaN,3,1,NaN,NaN,NaN,NaN,NaN,365,9,2,377,NaN,377,NaN,NaN,NaN,NaN,NaN,383,372,9,2,0,0,383,372,9,2,0,0
1895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429,36,11,NaN,3,1,NaN,NaN,NaN,NaN,NaN,385,11,2,399,NaN,399,NaN,NaN,NaN,NaN,NaN,406,393,11,2,0,0,406,393,11,2,0,0
1896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,441,38,12,NaN,3,0,NaN,NaN,NaN,NaN,NaN,397,12,3,412,NaN,412,NaN,NaN,NaN,NaN,NaN,419,405,12,2,0,0,419,405,12,2,0,0
1897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,461,41,13,NaN,4,1,NaN,NaN,NaN,NaN,NaN,416,13,3,432,NaN,432,NaN,NaN,NaN,NaN,NaN,440,425,13,2,0,0,440,425,13,2,0,0
1898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,486,44,13,NaN,4,1,NaN,NaN,NaN,NaN,NaN,438,13,3,455,NaN,455,NaN,NaN,NaN,NaN,NaN,465,449,13,2,0,0,465,449,13,2,0,0
1899,NaN,690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,533,47,14,NaN,4,1,NaN,NaN,NaN,NaN,NaN,480,14,4,497,NaN,497,NaN,NaN,NaN,NaN,NaN,507,491,14,3,0,0,507,491,14,3,0,0
1900,NaN,NaN,NaN,NaN,816,636,41,27,5,710,560,52,16,NaN,5,1,617,38,25,5,685,505,16,4,525,NaN,525,NaN,NaN,NaN,NaN,NaN,534,515,16,3,0,0,534,515,16,3,0,0
1901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,573,56,18,NaN,5,1,NaN,NaN,NaN,NaN,NaN,519,18,4,540,NaN,540,NaN,NaN,NaN,NaN,NaN,552,531,18,4,0,0,552,531,18,4,0,0
1902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,586,55,19,NaN,6,2,NaN,NaN,NaN,NaN,NaN,529,19,4,553,NaN,553,NaN,NaN,NaN,NaN,NaN,566,543,19,4,0,0,566,543,19,4,0,0
1903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645,57,20,NaN,6,2,NaN,NaN,NaN,NaN,NaN,581,21,5,606,NaN,606,NaN,NaN,NaN,NaN,NaN,617,593,20,4,0,0,617,593,20,4,0,0
1904,NaN,890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,649,59,23,NaN,6,2,NaN,NaN,NaN,NaN,NaN,586,23,5,613,NaN,613,NaN,NaN,NaN,NaN,NaN,624,597,23,4,0,0,624,597,23,4,0,0
1905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,685,63,23,NaN,7,2,NaN,NaN,NaN,NaN,NaN,618,23,6,647,NaN,647,NaN,NaN,NaN,NaN,NaN,663,636,23,5,0,0,663,636,23,5,0,0
1906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,740,68,22,NaN,8,2,NaN,NaN,NaN,NaN,NaN,667,23,6,696,NaN,696,NaN,NaN,NaN,NaN,NaN,707,680,23,5,0,0,707,680,23,5,0,0
1907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,817,74,28,NaN,8,2,NaN,NaN,NaN,NaN,NaN,737,28,6,771,NaN,771,NaN,NaN,NaN,NaN,NaN,784,750,28,5,0,0,784,750,28,5,0,0
1908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,774,77,30,NaN,8,2,NaN,NaN,NaN,NaN,NaN,700,30,6,737,NaN,737,NaN,NaN,NaN,NaN,NaN,750,714,30,5,0,0,750,714,30,5,0,0
1909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,807,78,31,NaN,10,3,NaN,NaN,NaN,NaN,NaN,730,32,8,769,NaN,769,NaN,NaN,NaN,NaN,NaN,785,747,32,6,0,0,785,747,32,6,0,0
1910,NaN,NaN,NaN,NaN,1105,846,57,52,11,966,844,79,34,NaN,10,3,813,46,49,11,920,762,35,8,805,NaN,805,NaN,NaN,NaN,NaN,NaN,819,778,34,7,0,0,819,778,34,7,0,0
1911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,860,82,36,NaN,10,3,NaN,NaN,NaN,NaN,NaN,777,36,8,822,NaN,822,NaN,NaN,NaN,NaN,NaN,836,792,36,7,0,0,836,792,36,7,0,0
1912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,906,91,37,NaN,11,3,NaN,NaN,NaN,NaN,NaN,820,37,9,866,NaN,866,NaN,NaN,NaN,NaN,NaN,879,834,37,8,0,0,879,834,37,8,0,0
1913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,972,94,41,0,12,4,NaN,NaN,NaN,NaN,NaN,879,41,9,929,NaN,929,NaN,NaN,NaN,NaN,NaN,943,895,41,8,0,0,943,895,41,8,0,0
1914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,868,88,43,0,12,4,NaN,NaN,NaN,NaN,NaN,786,43,9,838,NaN,838,NaN,NaN,NaN,NaN,NaN,850,800,42,8,0,0,850,800,42,8,0,0
1915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,855,90,45,0,13,4,NaN,NaN,NaN,NaN,NaN,776,45,10,831,NaN,831,NaN,NaN,NaN,NaN,NaN,838,784,45,9,0,0,838,784,45,9,0,0
1916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,921,96,48,0,15,5,NaN,NaN,NaN,NaN,NaN,835,48,12,895,NaN,895,NaN,NaN,NaN,NaN,NaN,901,842,48,10,0,0,901,842,48,10,0,0
1917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,971,98,53,1,16,5,NaN,NaN,NaN,NaN,NaN,880,53,13,945,NaN,945,NaN,NaN,NaN,NaN,NaN,955,891,54,11,0,0,955,891,54,11,0,0
1918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,955,103,53,1,14,6,NaN,NaN,NaN,NaN,NaN,867,53,11,932,NaN,932,NaN,NaN,NaN,NaN,NaN,936,873,53,10,0,0,936,873,53,10,0,0
1919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,831,97,59,1,15,5,NaN,NaN,NaN,NaN,NaN,758,60,12,829,NaN,829,NaN,NaN,NaN,NaN,NaN,806,735,61,10,0,0,806,735,61,10,0,0
1920,NaN,NaN,NaN,NaN,1283,890,85,131,19,1124,953,115,76,1,16,5,854,79,128,19,1081,870,76,13,959,NaN,959,NaN,NaN,NaN,NaN,NaN,932,843,78,11,0,0,932,843,78,11,0,0
1921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794,123,82,1,13,6,NaN,NaN,NaN,NaN,NaN,735,83,10,828,NaN,828,NaN,NaN,NaN,NaN,NaN,803,709,84,10,0,0,803,709,84,10,0,0
1922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,848,133,92,1,15,6,NaN,NaN,NaN,NaN,NaN,786,92,12,891,NaN,891,NaN,NaN,NaN,NaN,NaN,845,740,94,11,0,0,845,740,94,11,0,0
1923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,963,119,108,2,20,6,NaN,NaN,NaN,NaN,NaN,881,109,16,1005,NaN,1005,NaN,NaN,NaN,NaN,NaN,970,845,111,14,0,0,970,845,111,14,0,0
1924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,950,126,108,2,23,7,NaN,NaN,NaN,NaN,NaN,872,109,18,999,NaN,999,NaN,NaN,NaN,NaN,NaN,963,836,110,16,0,0,963,836,110,16,0,0
1925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,947,136,114,3,24,7,NaN,NaN,NaN,NaN,NaN,873,114,19,1006,NaN,1006,NaN,NaN,NaN,NaN,NaN,975,842,116,17,0,0,975,842,116,17,0,0
1926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,941,137,117,3,26,8,NaN,NaN,NaN,NaN,NaN,868,118,21,1006,NaN,1006,NaN,NaN,NaN,NaN,NaN,983,846,119,19,0,0,983,846,119,19,0,0
1927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1019,148,134,4,29,9,NaN,NaN,NaN,NaN,NaN,940,135,23,1098,NaN,1098,NaN,NaN,NaN,NaN,NaN,1062,905,136,21,0,0,1062,905,136,21,0,0
1928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,996,160,141,4,31,9,NaN,NaN,NaN,NaN,NaN,924,142,25,1091,NaN,1091,NaN,NaN,NaN,NaN,NaN,1065,890,143,23,10,0,1065,890,143,23,10,0
1929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1059,169,158,5,38,10,NaN,NaN,NaN,NaN,NaN,983,159,30,1172,NaN,1172,NaN,NaN,NaN,NaN,NaN,1145,947,160,28,10,0,1145,947,160,28,10,0
1930,NaN,NaN,NaN,NaN,1356,862,96,202,33,1193,972,144,151,5,36,9,830,90,199,33,1152,898,151,28,1078,NaN,1078,NaN,NaN,NaN,NaN,NaN,1053,862,152,28,10,0,1053,862,152,28,10,0
